Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,TotalSales,2025-10,Cluster,Deadstock
LC-VIT PLUS SYRUP 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0021,0,0.0,3,17,10,69.0,135.0,13,6,506.0,0,0,1
LC-VIT SYRUP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0022,15,22.0,19,12,3,42.0,195.0,13,7,656.0,0,0,1
LC-VIT SYRUP 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0023,0,0.0,4,5,5,72.0,130.0,13,6,470.0,0,0,1
LIVOTINE 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0024,0,0.0,0,0,0,0.0,146.0,13,3,324.0,0,0,1
LIVOTINE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0025,1,3.0,0,0,0,13.0,210.0,13,3,486.0,0,0,1
MICRODERM,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0026,0,0.0,0,0,0,0.0,155.0,13,3,342.0,0,0,1
NEMATOCIDE 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0027,12,17.0,1,23,18,72.0,160.0,13,7,646.0,0,0,1
NEMATOCIDE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0028,9,0.0,9,4,7,21.0,290.0,13,6,718.0,0,0,1
NUTRIBLEND GEL,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0029,0,0.0,0,0,0,0.0,485.0,13,3,1002.0,0,0,1
NUTRICAL SYRUP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0030,1,0.0,0,0,0,-1.0,140.0,13,3,312.0,0,0,1
NUTRICAL SYRUP 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0031,0,0.0,1,0,0,11.0,150.0,13,3,356.0,0,0,1
OTIDERM EAR DROPS 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0032,1,1.0,2,1,2,9.0,450.0,13,4,966.0,0,0,1
PROXANTEL / PER TABLET,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0033,38,42.0,20,0,0,100.0,50.0,13,10,546.0,0,0,1
PROXANTEL 50TABS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0034,0,0.0,0,0,0,7.0,2100.0,13,3,4246.0,0,1,0
REFAMOL,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0035,0,0.0,0,0,0,0.0,295.0,13,3,622.0,0,0,1
BIO-GENTADROP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0036,0,0.0,0,0,0,0.0,175.0,13,3,382.0,0,0,1
BIOLINE EARCARE 50ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0037,0,0.0,2,0,1,35.0,210.0,13,3,528.0,0,0,1
BIOLINE EARMITE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0038,0,3.0,3,4,4,0.0,230.0,13,5,524.0,0,0,1
BIOLINE EYECARE 50ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0039,1,2.0,4,3,1,16.0,210.0,13,5,510.0,0,0,1
BIOLINE TICK AND FLEA COLLAR,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0041,0,0.0,0,0,0,0.0,110.0,13,3,252.0,0,0,1
BIOLINE TICK AND FLEA SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0042,0,0.0,0,0,0,0.0,160.0,15,3,356.0,0,0,1
CASSIEL PET - ALBENDAZOLE TABLETS 1BOX,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0043,1,0.0,1,4,0,14.0,210.0,5,4,478.0,0,0,1
CASSIEL PET - PET SKIN TREATMENT SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0044,0,0.0,0,1,6,0.0,230.0,5,4,492.0,0,0,1
CASSIEL PET - POUR ON SOLUTION 1BOX,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0045,0,12.0,6,28,18,34.0,230.0,5,7,680.0,0,0,1
CASSIEL PET - TICK AND FLEA KILLER SPRAY CAT AND DOG 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0046,1,1.0,2,1,0,2.0,240.0,5,4,512.0,0,0,1
CASSIEL PET - TICK AND FLEA KILLER SPRAY CAT AND DOG 250ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0047,0,0.0,0,0,0,0.0,290.0,5,3,596.0,0,0,1
DR. POOCH ANTI-TICK AND FLEA SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0048,0,0.0,0,0,0,0.0,105.0,5,3,226.0,0,0,1
DR. POOCH COUGH AND COLD 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0049,0,0.0,0,0,0,0.0,110.0,5,3,236.0,0,0,1
PUPPY FATTENER 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0050,0,0.0,0,0,0,0.0,173.0,5,3,362.0,0,0,1
PUPPY FATTENER 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0051,0,0.0,0,0,0,0.0,113.0,5,3,242.0,0,0,1
VCO FOR PETS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0052,0,0.0,0,0,0,0.0,126.0,5,3,268.0,0,0,1
APPETITE BOOSTER FOR DOGS AND CATS 80G (ASSTD FLAVOR),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0053,18,24.0,0,0,0,0.0,165.0,5,6,436.0,0,0,1
EMERPLEX 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0055,0,0.0,0,0,0,5.0,220.0,5,3,466.0,0,0,1
MUCOTAN 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0056,0,0.0,0,0,0,0.0,160.0,5,3,336.0,0,0,1
TOLFENAMIC ACID TOLFENOL - 30ML SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0057,7,4.0,3,2,4,10.0,290.0,5,5,660.0,0,0,1
OPTICARE - GENTAMICIN EYE DROPS 7ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0058,2,7.0,3,6,3,24.0,270.0,17,5,674.0,0,0,1
OTIDEX - GENTAMICIN SULFATE 15ML HAPPYPETS,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0059,1,1.0,1,0,0,14.0,380.0,17,4,836.0,0,0,1
SCOURVET 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0060,3,1.0,6,2,10,13.0,210.0,17,5,534.0,0,0,1
SORVIT 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0061,6,0.0,1,0,3,14.0,260.0,17,4,610.0,0,0,1
SORVIT 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0062,2,3.0,1,6,1,7.0,130.0,17,4,342.0,0,0,1
HIMPYRIN CATS AND DOGS 30ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0063,0,1.0,4,1,1,7.0,350.0,8,4,752.0,0,0,1
IMMUNOL LIQUID SYRUP WHITE 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0064,2,2.0,0,4,4,16.0,380.0,8,4,840.0,0,0,1
LIV 52 SYRUP 200ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0065,0,0.0,0,0,0,0.0,175.0,8,3,372.0,0,0,1
LIVEROLIN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0066,0,1.0,0,0,0,2.0,330.0,8,3,688.0,0,0,1
SCAVON CREAM,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0067,0,0.0,0,0,0,0.0,130.0,8,3,282.0,0,0,1
LORI PHEUMEX,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0068,0,0.0,0,0,0,0.0,170.0,8,3,362.0,0,0,1
GOLDEN FUR HERBAL EAR WASH 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0069,8,1.0,3,2,2,7.0,90.0,8,4,250.0,0,0,1
GOLDEN FUR MDC OINTMENT WITH MOISTURIZER,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0070,6,10.0,6,10,0,13.0,90.0,15,5,310.0,0,0,1
PAWS & WHISKERS MDC HEALING OIL 100ML SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0071,0,0.0,0,0,1,0.0,90.0,15,3,218.0,0,0,1
G FUR CARE - WOUND SPRAY FOR CATS AND DOGS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0072,5,9.0,7,3,5,26.0,190.0,15,5,530.0,0,0,1
GENTAMICIN SULFATE- EYEDROPS FOR CATS AND DOGS 10MG,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0073,6,1.0,1,4,1,16.0,180.0,8,4,442.0,0,0,1
GFUR CARE PET EYE DROPS 125ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0074,3,0.0,0,2,0,13.0,220.0,15,3,512.0,0,0,1
GFUR CARE HEALING OIL SPRAY- MADRE DE CACAO,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0075,7,2.0,3,6,6,26.0,140.0,8,4,404.0,0,0,1
SPOT ON TICK AND FLEA BUSTER 10ML BY GFUR CARE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0076,12,29.0,10,10,28,52.0,65.0,15,8,458.0,0,0,1
ALASKA FISH OIL,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0077,2,0.0,0,2,3,20.0,195.0,8,4,468.0,0,0,1
APPETITE BOOSTER FOR DOGS AND CATS POUCH (W/ MORINGA - ASSTD FLAVOR),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0078,0,0.0,0,1,0,0.0,50.0,8,3,124.0,0,0,1
BLACK ARMOUR,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0079,0,0.0,0,0,0,2.0,590.0,8,3,1206.0,0,0,1
COSI MILK 1-LITER,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0080,12,18.0,21,16,27,7.0,195.0,16,9,642.0,0,0,1
DR SHIBA - HAPPY TUMMY 250G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0081,0,0.0,2,0,1,1.0,620.0,8,3,1270.0,0,0,1
DR SHIBA - HAPPY TUMMY MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0082,0,0.0,0,0,0,0.0,265.0,8,3,552.0,0,0,1
DR SHIBA - HAPPY TUMMY TASTER PACK 40G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0083,0,3.0,7,1,0,2.0,120.0,8,4,290.0,0,0,1
DR SHIBA - JOLLY JOINTS MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0084,1,1.0,0,0,0,0.0,265.0,8,3,556.0,0,0,1
DR SHIBA - PRO IMMUNE 250G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0085,0,0.0,0,0,0,3.0,498.0,8,3,1024.0,0,0,1
DR SHIBA - PRO IMMUNE MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0086,0,0.0,0,0,0,0.0,265.0,8,3,552.0,0,0,1
DR SHIBA - PRO IMMUNE TASTER PACK 40G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0087,0,1.0,0,0,1,7.0,120.0,8,3,280.0,0,0,1
DR SHIBA - SILKY FUR MINI TUB 90G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0088,0,0.0,0,0,0,0.0,265.0,8,3,552.0,0,0,1
GOURMET SPECIALIST VCO 300ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0089,5,2.0,1,0,1,7.0,345.0,19,4,768.0,0,0,1
K9 POWER SHOW STOPPER SUPPLEMENT- 50G REPACK,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0090,3,5.0,0,0,0,0.0,120.0,10,4,284.0,0,0,1
K9 PUPPY GOLD,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0091,0,0.0,0,0,0,0.0,0.0,10,3,26.0,0,0,1
K9 POWER SHOW STOPPER 100G PACK,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0092,0,0.0,0,0,0,0.0,180.0,10,3,386.0,0,0,1
LIVER CARE PETSMED 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0093,0,0.0,0,0,0,0.0,360.0,10,3,746.0,0,0,1
MORINGGA NATURALE- MALUNGGAY POWDER 120G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0094,0,0.0,0,0,0,0.0,65.0,10,3,156.0,0,0,1
NANO SILVER 250ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0095,3,0.0,0,3,1,0.0,800.0,10,4,1642.0,0,0,1
NANO SILVER 500ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0096,0,4.0,1,1,0,0.0,1220.0,10,4,2480.0,0,0,1
NUTRIBOOST GOAT'S MILK 200G (6L),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0097,38,41.0,41,47,33,33.0,180.0,10,17,880.0,0,0,1
NUTRIBOOST GOAT'S MILK 300G (10L),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0098,11,6.0,0,5,6,1.0,260.0,10,6,610.0,0,0,1
NUTRIBOOST GOATSMILK REPACK 100G POUCH,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0099,0,0.0,0,0,0,0.0,89.0,10,3,204.0,0,0,1
NUTRIBOOST GOATSMILK REPACK 75G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0100,0,0.0,0,0,0,0.0,47.65,10,3,121.3,0,0,1
PET PURE MORINGGA POWDER 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0101,3,3.0,3,0,0,0.0,135.0,10,4,316.0,0,0,1
PETS FUEL 175ML BOTTLE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0102,0,0.0,0,0,0,0.0,140.0,10,3,306.0,0,0,1
PETS FUEL 350ML BOTTLE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0103,0,0.0,0,0,0,0.0,260.0,10,3,546.0,0,0,1
PETS OWN MILK 1LITER- CAT & KITTEN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0104,0,0.0,0,0,0,0.0,168.0,19,3,380.0,0,0,1
PETS OWN MILK 1LITER- DOG & PUPPY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0105,0,0.0,0,0,0,0.0,168.0,19,3,380.0,0,0,1
PLATELEAF SYRUP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0106,1,0.0,0,0,0,0.0,270.0,17,3,582.0,0,0,1
PROLIFIC PROBIOTIC AID PLUS 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0107,0,1.0,3,6,0,21.0,140.0,8,4,366.0,0,0,1
RRJ VCO 100ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0108,0,0.0,0,0,0,0.0,95.0,8,3,212.0,0,0,1
VETCORE NUTRIFUEL PROBIOTIC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0109,1,0.0,0,0,0,-1.0,380.0,8,3,782.0,0,0,1
BIOCURE TABLET 100MG 1PC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0110,0,0.0,0,0,0,0.0,8.8,17,3,57.6,0,0,1
CETIRIZENE CETIRIGEN 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0111,0,0.0,0,0,0,0.0,210.0,8,3,442.0,0,0,1
COAT POWER TICK AND FLEA SPRAY 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0112,0,0.0,0,0,0,0.0,156.0,8,3,334.0,0,0,1
COMXICLA SUSPENSION 60ML - COAMOXICLAV 156.25MG PER 5ML POWDER FOR SUSPENSION,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0113,0,0.0,0,0,0,0.0,230.0,8,3,482.0,0,0,1
COMXICLA SUSPENSION 60ML - COAMOXICLAV 312.5MG PER 5ML POWDER FOR SUSPENSION,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0114,0,0.0,0,0,0,0.0,290.0,8,3,602.0,0,0,1
DOXYCYLINE TABLET -PAPI DOXY 100G TAB,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0115,0,0.0,0,0,0,0.0,16.0,8,3,54.0,0,0,1
EAR CLEAN ADVANCE 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0116,0,0.0,0,0,0,0.0,106.0,8,3,234.0,0,0,1
EAR CURE PLUS 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0117,0,0.0,0,0,0,0.0,179.0,8,3,380.0,0,0,1
EAZY HEAL SPRAY 50ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0118,1,0.0,2,1,1,9.0,180.0,17,4,430.0,0,0,1
EYE GUARD 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0119,0,0.0,0,0,0,0.0,230.0,9,3,484.0,0,0,1
FREXIMOL CAP FISH OIL 1-BOTTLE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0120,0,0.0,0,1,0,0.0,176.0,17,3,394.0,0,0,1
IVERMECTIN AGMENTIN POWDER METROVET 5G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0121,10,3.0,4,7,0,50.0,48.0,9,6,274.0,0,0,1
MYREX MYCLOSIL METOCLOPRAMIDE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0122,0,0.0,0,0,0,0.0,0.0,9,3,24.0,0,0,1
NEUROVET TABLET 500G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0123,0,9.0,0,0,0,7.0,35.0,17,4,144.0,0,0,1
POENOPHEN SYRUP PARACETAMOL 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0124,0,0.0,0,0,0,0.0,175.0,9,3,374.0,0,0,1
POWER PET IRON PLUS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0125,0,0.0,0,0,0,0.0,170.0,9,3,364.0,0,0,1
PRAZINATE 15ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0126,0,0.0,12,4,2,15.0,160.0,17,6,432.0,0,0,1
RAINBOW ORAL CARE PLUS 35ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0127,0,0.0,0,0,0,0.0,99.0,9,3,222.0,0,0,1
RAINBOW PET VITAMINS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0128,0,0.0,0,0,0,0.0,143.0,9,3,310.0,0,0,1
RANICLAV CO-AMOXICLAV TABLET 625G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0129,0,0.0,0,0,0,25.0,65.0,9,3,204.0,0,0,1
SIKLAB DEXTROSE PLUS 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0130,0,0.0,0,0,0,0.0,40.0,9,3,104.0,0,0,1
SMP 500 TABLET,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0131,0,0.0,0,0,0,0.0,11.25,9,3,46.5,0,0,1
WOUND BUSTER 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0132,0,0.0,0,0,0,0.0,167.0,9,3,358.0,0,0,1
BIOCARE SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0133,0,0.0,0,0,0,0.0,200.0,9,3,424.0,0,0,1
IMMUNO CARE SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0134,0,0.0,1,0,0,23.0,320.0,9,3,712.0,0,0,1
PETPYRIN,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0135,0,0.0,0,2,1,24.0,350.0,9,3,778.0,0,0,1
PROBIO CARE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0136,0,0.0,0,0,0,0.0,180.0,9,3,384.0,0,0,1
PULMO CARE 60ML MOCULYTIC SYRUP,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0137,0,0.0,0,0,0,0.0,230.0,9,3,484.0,0,0,1
THROMBO CARE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0138,0,0.0,0,0,0,0.0,340.0,9,3,704.0,0,0,1
MONDEX 100 - 120G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0139,7,8.0,6,16,4,27.0,80.0,5,7,320.0,0,0,1
MONDEX 340G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0140,2,1.0,2,1,1,3.0,180.0,17,5,424.0,0,0,1
PROLIFIC DEXTROSE POWDER 100G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0141,1,5.0,4,5,1,3.0,70.0,9,5,206.0,0,0,1
PROLIFIC DEXTROSE POWDER 250G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0142,0,1.0,1,2,3,16.0,150.0,9,5,374.0,0,0,1
10CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0143,1,0.0,1,6,11,98.0,30.0,9,5,322.0,0,0,1
1CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0144,10,25.0,22,28,21,39.0,15.0,9,11,360.0,0,0,1
3CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0145,22,19.0,26,11,14,74.0,15.0,9,9,398.0,0,0,1
5CC SYRINGE,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0146,0,2.0,8,11,6,92.0,25.0,9,6,318.0,0,0,1
DETICK 1CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0147,14,3.0,4,12,3,30.0,90.0,9,6,342.0,0,0,1
DETICK 2CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0148,9,2.0,0,5,4,13.0,120.0,9,6,336.0,0,0,1
DETICK PLUS 1CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0149,5,4.0,5,3,3,53.0,120.0,9,6,416.0,0,0,1
DETICK PLUS 2CC,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0150,11,1.0,4,1,0,0.0,140.0,9,8,348.0,0,0,1
NEXGARD LARGE RED (25-50KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0151,5,0.0,1,1,1,2.0,750.0,9,4,1546.0,0,0,1
NEXGARD MEDIUM PURPLE (10-25KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0152,2,7.0,0,5,1,6.0,680.0,9,5,1430.0,0,0,1
NEXGARD SMALL BLUE (4-10KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0153,4,5.0,8,13,0,15.0,650.0,9,6,1420.0,0,0,1
NEXGARD SPECTRA LARGE (15-30KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0154,10,4.0,3,4,3,15.0,990.0,9,5,2086.0,0,0,1
NEXGARD SPECTRA MEDIUM (7-15KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0155,14,0.0,5,5,4,10.0,940.0,9,6,1986.0,0,0,1
NEXGARD SPECTRA SMALL (3.5-7KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0156,10,3.0,3,0,0,-1.0,780.0,9,5,1618.0,0,0,1
NEXGARD SPECTRA X-SMALL (2-3KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0157,0,0.0,2,0,3,15.0,680.0,9,4,1426.0,0,0,1
NEXGARD SPECTRA XL (30-60KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0158,0,1.0,2,0,0,0.0,1050.0,9,3,2130.0,0,0,1
NEXGARD X-SMALL ORANGE (2-4KG),"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0159,1,4.0,0,1,3,6.0,575.0,9,5,1208.0,0,0,1
NUTRIPETS NUTRIPLUS GEL TUBE OF 120 - 5G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0160,8,1.0,3,5,3,6.0,430.0,9,5,940.0,0,0,1
PAWELL EAR MITE BUSTER 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0161,0,0.0,0,0,0,0.0,150.0,9,3,324.0,0,0,1
PNEUMEX 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0162,16,8.0,5,9,10,21.0,260.0,9,7,690.0,0,0,1
PUPPY BOOST,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0163,0,0.0,0,0,0,0.0,975.0,9,3,1974.0,0,0,1
BRONCURE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0164,0,0.0,0,0,0,0.0,140.0,17,3,320.0,0,0,1
ENER-G 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0165,0,0.0,0,0,0,0.0,121.0,12,3,272.0,0,0,1
ENMALAC 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0166,0,3.0,0,0,0,0.0,260.0,17,3,566.0,0,0,1
IOZIN SPRAY,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0167,2,3.0,1,1,1,8.0,295.0,17,4,664.0,0,0,1
NACALVIT-C 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0168,0,0.0,0,0,0,24.0,601.0,17,3,1290.0,0,0,1
NACALVIT-ZC 120ml,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0169,0,2.0,3,5,2,43.0,210.0,17,4,572.0,0,0,1
PAPI BION PLUS 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0170,2,2.0,1,1,5,22.0,240.0,12,4,578.0,0,0,1
PAPI DOXY 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0171,4,2.0,0,0,0,0.0,260.0,17,4,574.0,0,0,1
PAPI LIVWELL SUSPENSION 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0172,0,0.0,0,0,0,4.0,220.0,17,3,488.0,0,0,1
PAPI METRONIDAZOLE FLAVET 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0173,0,0.0,0,0,0,0.0,80.0,17,3,200.0,0,0,1
PAPI MVP 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0174,3,0.0,5,3,2,93.0,180.0,17,5,616.0,0,0,1
PAPI OB 120ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0175,0,7.0,2,1,1,15.0,180.0,17,4,454.0,0,0,1
PAPI SCOUR 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0176,0,1.0,4,7,3,19.0,160.0,17,5,432.0,0,0,1
PAPI VERMIFUGE SUSPENSION 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0177,0,0.0,0,0,0,0.0,149.0,17,3,338.0,0,0,1
VETMATE RENACURE 60ML,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0178,0,0.0,1,2,0,30.0,250.0,17,3,606.0,0,0,1
TOPIDERM 10G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0179,0,0.0,0,0,0,0.0,0.0,5,3,16.0,0,0,1
TOPIDERM 20G,"MEDICINE, VITAMINS, AND SUPPLEMENTS",MVS0180,5,4.0,0,0,0,0.0,210.0,6,4,458.0,0,0,1
