Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,PredictedThreshold,RestockNeeded
HEALTHY CAT TREAT POUCH SMALL,DOG / CAT - TREATS,DCT0024,0,0.0,0,0,0,0.0,44.0,7,3,12.342771342771343,True
JACKPOT CRUNCHY CAT BISCUITS- TASTY 75G,DOG / CAT - TREATS,DCT0025,6,4.0,2,2,0,9.0,95.0,5,5,15.796010296010296,True
KITCAT BREATH BITES,DOG / CAT - TREATS,DCT0027,0,0.0,0,0,0,0.0,0.0,7,3,15.167310167310166,True
KITCAT KITTY CRUNCH,DOG / CAT - TREATS,DCT0028,0,0.0,0,1,0,0.0,0.0,9,3,19.10982410982411,True
LIEBAO CAT STRIPS - TUNA / COD / CHICKEN,DOG / CAT - TREATS,DCT0029,233,366.0,571,499,437,1529.0,10.0,9,40,28.892320892320896,False
LUSCIOUS CAT TREATS 35G,DOG / CAT - TREATS,DCT0030,0,1.0,1,0,0,-2.0,79.0,9,3,23.178678678678676,True
LUSCIOUS MEAT TOPPERS - CAT  AND DOGS,DOG / CAT - TREATS,DCT0031,15,0.0,0,0,0,0.0,156.0,9,4,30.693908193908193,True
MYCAT CREAMY TREATS 4X15G PACK,DOG / CAT - TREATS,DCT0032,2,14.0,8,12,3,11.0,88.0,9,5,22.239167739167737,True
PET BIOLINE CATNIP BISCUITS SALMON / COD FLAVOR,DOG / CAT - TREATS,DCT0033,13,0.0,5,4,9,0.0,130.0,9,5,24.72179322179322,True
POCA CAT TREATS REPACK,DOG / CAT - TREATS,DCT0034,21,0.0,0,0,0,0.0,23.0,3,5,7.477906477906478,True
SAUSAGE PACK BARE KITCHEN BRAND 5PCS,DOG / CAT - TREATS,DCT0035,0,0.0,0,0,0,0.0,21.3,18,3,78.19626769626771,True
URCHIN CAT TREATS - CHICKEN,DOG / CAT - TREATS,DCT0036,0,0.0,0,0,0,0.0,29.0,18,3,56.43822393822393,True
URCHIN CAT TREATS - SALMON,DOG / CAT - TREATS,DCT0037,0,0.0,0,0,0,0.0,29.0,18,3,64.8951093951094,True
URCHIN CAT TREATS - TUNA,DOG / CAT - TREATS,DCT0038,0,0.0,0,0,0,0.0,29.0,18,3,56.795581295581286,True
YAHO CAT COOKIES MINT / TUNA / SALMON,DOG / CAT - TREATS,DCT0039,0,0.0,0,0,0,0.0,70.0,18,3,53.456027456027456,True
YAHO CAT SNACK PACK 80G,DOG / CAT - TREATS,DCT0040,0,0.0,0,0,0,0.0,50.0,18,3,47.98798798798799,True
YAHO CAT TREATS,DOG / CAT - TREATS,DCT0041,0,0.0,0,0,1,0.0,50.0,18,3,42.61003861003861,True
AZU DENTAL BITES BONES SHAPE 165G,DOG / CAT - TREATS,DCT0042,4,7.0,3,1,0,-1.0,140.0,5,4,16.075504075504075,True
AZU DENTAL BITES MILK TWIST 165G,DOG / CAT - TREATS,DCT0043,4,3.0,3,4,1,10.0,140.0,9,4,10.366795366795365,True
AZU MEAT JERKY BEEF& LIVER/ROASTED LAMB 80G,DOG / CAT - TREATS,DCT0044,8,6.0,15,4,3,19.0,88.0,5,5,11.502788502788501,False
AZU RAWHIDE 5INCH BY PC,DOG / CAT - TREATS,DCT0046,7,6.0,6,4,3,29.0,60.0,12,5,22.07893607893608,False
BARF ORGANIC TOPPERS,DOG / CAT - TREATS,DCT0047,2,1.0,0,1,0,2.0,196.0,12,3,52.00364650364649,True
DENTAL BONE - MOLAR BEEF 20G,DOG / CAT - TREATS,DCT0048,0,0.0,0,0,0,0.0,0.0,12,3,49.14157014157014,True
DENTAL BONE - MOLAR MILK 20G,DOG / CAT - TREATS,DCT0049,0,0.0,0,0,0,0.0,0.0,13,3,38.31123981123981,True
DENTASTIX LARGE (25KG-50KG) 112G,DOG / CAT - TREATS,DCT0050,0,0.0,0,0,0,0.0,84.0,13,3,40.850278850278855,True
DENTASTIX MEDIUM (10KG-25KG) 77G,DOG / CAT - TREATS,DCT0051,0,0.0,0,0,0,0.0,69.0,13,3,47.437151437151435,True
DENTASTIX PUPPY 56G,DOG / CAT - TREATS,DCT0052,0,0.0,0,0,0,0.0,73.0,13,3,29.8989703989704,True
DENTASTIX SMALL (5KG-10KG) 45G,DOG / CAT - TREATS,DCT0053,0,0.0,0,0,0,0.0,53.0,13,3,34.884813384813384,True
DENTASTIX STICK MEDIUM 10-25KG INDIVIDUAL,DOG / CAT - TREATS,DCT0054,0,0.0,0,0,0,0.0,23.0,13,3,29.084298584298583,True
DENTASTIX STICK SMALL DOG 5-10KG INDIVIDUAL,DOG / CAT - TREATS,DCT0055,0,0.0,0,0,0,0.0,18.0,13,3,48.62012012012011,True
DENTASTIX TOY (2KG-5KG) 60G,DOG / CAT - TREATS,DCT0056,0,0.0,0,0,0,0.0,75.0,13,3,46.14157014157014,True
DOG SNACK -SMALL BONES MIX FLAVOUR,DOG / CAT - TREATS,DCT0057,0,0.0,0,0,0,0.0,40.0,13,3,21.655727155727156,True
DOGGIE BISCUITS 80G TRAVEL PACK,DOG / CAT - TREATS,DCT0058,1,3.0,4,7,4,16.0,96.0,13,5,33.217932217932216,True
DOGGYMAN POCKE 4-IN-1,DOG / CAT - TREATS,DCT0059,0,0.0,0,0,0,0.0,0.0,13,3,48.81252681252681,True
DOGGYMAN SPINACH REPACK,DOG / CAT - TREATS,DCT0060,0,0.0,0,0,0,0.0,0.0,13,3,45.7059202059202,True
ENTREE 4PCS STICKS,DOG / CAT - TREATS,DCT0061,3,0.0,0,1,0,2.0,25.0,13,3,31.256756756756758,True
ENTREE GOURMET DOG TREATS 70G,DOG / CAT - TREATS,DCT0062,6,16.0,19,19,20,1.0,88.0,13,9,51.31681681681681,True
PET PLUS MILKY BISCUITS 70G,DOG / CAT - TREATS,DCT0063,1,0.0,0,0,0,-1.0,89.0,13,3,34.643500643500644,True
PET PLUS MUNCH AND TREATS- SOFT JERKY BEEF/MILK/LIVER 65G,DOG / CAT - TREATS,DCT0064,0,0.0,0,0,0,0.0,56.0,13,3,55.73766623766623,True
PET SAUSAGE 5PCS PACK -SMALL,DOG / CAT - TREATS,DCT0065,0,2.0,3,0,1,-2.0,50.0,13,3,31.422779922779924,True
YAHO CLEAN TEETH STICK CHICKEN/BEEF 3G,DOG / CAT - TREATS,DCT0066,91,34.0,10,7,0,8.0,18.0,13,12,38.342127842127844,True
SLEEKY CHEWY TREATS  175G,DOG / CAT - TREATS,DCT0067,3,2.0,2,0,1,13.0,170.0,13,3,21.155941655941657,True
SLEEKY CHEWY TREATS STICKS/STRAP 50G,DOG / CAT - TREATS,DCT0068,3,2.0,1,6,6,-19.0,88.0,13,4,38.17095667095667,True
SNIFF SNACK JAR BEEF CUBES 200G,DOG / CAT - TREATS,DCT0069,0,0.0,0,0,0,0.0,88.0,13,3,32.74088374088374,True
SNIFF SNACK JAR CAT SEAFOOD SNACK 200G,DOG / CAT - TREATS,DCT0070,0,0.0,0,0,0,0.0,88.0,13,3,39.389961389961385,True
SNIFF SNACK JAR SLANT BEEF 200G,DOG / CAT - TREATS,DCT0071,0,0.0,0,0,0,0.0,88.0,13,3,45.78185328185329,True
SNIFF SNACK JAR SLANT MILK 200G,DOG / CAT - TREATS,DCT0072,0,0.0,0,0,0,0.0,88.0,13,3,34.32132132132132,True
SNIFF SNACK JAR TRAINING BEEF 200G,DOG / CAT - TREATS,DCT0073,0,0.0,0,0,0,0.0,88.0,13,3,38.37172887172887,True
SNIFF SNACK JAR TRAINING MILK 200G,DOG / CAT - TREATS,DCT0074,0,0.0,0,0,0,0.0,88.0,13,3,38.44165594165594,True
SPIRIT DENTAL BONE BEEF 20G,DOG / CAT - TREATS,DCT0075,0,0.0,0,0,0,0.0,25.0,13,3,36.161947661947664,True
SPIRIT DENTAL BONE CHICKEN 15G,DOG / CAT - TREATS,DCT0076,0,0.0,0,0,0,0.0,20.0,13,3,15.108751608751609,True
SPIRIT DENTAL BONE MILK 20G,DOG / CAT - TREATS,DCT0077,0,0.0,0,0,0,0.0,25.0,13,3,48.07636207636208,True
YAHO DENTAL TWIST BONE 165G JAR,DOG / CAT - TREATS,DCT0078,0,3.0,0,0,2,-3.0,170.0,13,3,37.864221364221365,True
YAHO DOG SNACK PACK BUNS,DOG / CAT - TREATS,DCT0079,0,0.0,0,0,0,0.0,69.0,13,3,25.94873444873445,True
YAHO DOG SNACK PACK GRAINS,DOG / CAT - TREATS,DCT0080,0,0.0,0,0,0,0.0,69.0,13,3,45.63835263835264,True
YAHO MOLAR CHEWBONE - BEEF 15G,DOG / CAT - TREATS,DCT0081,0,0.0,0,0,0,0.0,0.0,13,3,34.987558987558984,True
YAHO MOLAR CHEWBONE - CHICKEN 15G,DOG / CAT - TREATS,DCT0082,0,0.0,0,0,0,0.0,0.0,13,3,45.78185328185329,True
YAHO MOLAR CHEWBONE - MILK 15G,DOG / CAT - TREATS,DCT0083,0,0.0,0,0,0,0.0,0.0,13,3,39.471900471900476,True
YAHO NATURAL DOG CHEW REPACK 5PCS,DOG / CAT - TREATS,DCT0084,0,0.0,0,0,0,2.0,40.0,13,3,44.73981123981123,True
YAHO NATURAL DOG CHEW TREAT 100G,DOG / CAT - TREATS,DCT0085,1,0.0,0,3,0,3.0,80.0,6,3,16.0995280995281,True
YAHO PET SNACK TRAINING CUBES - BEEF/CHICKEN GRAINS JAR 275G,DOG / CAT - TREATS,DCT0086,0,0.0,0,0,0,0.0,70.0,3,3,6.995280995280995,True
YAHO TRAINING REWARD SNACK,DOG / CAT - TREATS,DCT0087,0,0.0,0,0,0,0.0,49.0,10,3,28.72007722007722,True
ZERT DOG DENTACARE  55G,DOG / CAT - TREATS,DCT0088,1,9.0,2,9,4,25.0,88.0,5,5,19.75032175032175,False
ZERT DOG DENTACARE 148G,DOG / CAT - TREATS,DCT0089,0,0.0,0,0,0,0.0,100.0,10,3,16.532175032175033,True
ZERT STICKS 2PCS REPACK,DOG / CAT - TREATS,DCT0090,0,0.0,1,1,1,15.0,50.0,10,3,24.463320463320457,True
YAHO CAT MINT IN JAR 20G,DOG / CAT - TREATS,DCT0091,0,0.0,0,0,0,1.0,150.0,10,3,16.73359073359073,True
ZOOMIES MILKY TREATS REPACK,DOG / CAT - TREATS,DCT0092,0,0.0,1,2,1,15.0,58.0,10,3,26.225654225654225,True
ZOOMIES MILKY TREATS 100G,DOG / CAT - TREATS,DCT0093,1,0.0,1,0,1,7.0,80.0,10,3,18.94873444873445,True
DOGGIE BISCUITS 200G,DOG / CAT - TREATS,DCT0094,2,1.0,4,6,1,7.0,180.0,10,4,30.538610038610038,True
MILKY BISCUITS 200G,DOG / CAT - TREATS,DCT0095,3,1.0,5,2,0,3.0,178.0,10,4,36.78078078078078,True
MILKY BISCUITS 70G,DOG / CAT - TREATS,DCT0096,10,6.0,1,0,0,-4.0,89.0,10,4,20.795366795366796,True
YAHO DOG CHEW REPACK-5PCS,DOG / CAT - TREATS,DCT0097,2,0.0,0,1,0,0.0,40.0,10,3,38.13384813384813,True
PET SAUSAGE BY PC -BIG,DOG / CAT - TREATS,DCT0098,0,1.0,2,1,0,5.0,68.0,10,3,14.13063063063063,True
CHAQI CAT GRASS IN CAN,DOG / CAT - TREATS,DCT0099,1,4.0,4,0,2,6.0,140.0,10,4,39.496567996568,True
CHARCOAL BISQUITS 200G,DOG / CAT - TREATS,DCT0100,1,0.0,1,0,1,9.0,195.0,10,3,31.695195195195193,True
MY DOG NUTRITIONAL DENTAL STICKS IN JAR 210G,DOG / CAT - TREATS,DCT0101,0,4.0,3,7,1,23.0,170.0,10,4,24.94873444873445,True
CATNIP IN TUBE,DOG / CAT - TREATS,DCT0102,1,5.0,6,6,0,10.0,85.0,10,4,26.644144144144143,True
PETMARRA DOG CHEWS 100VITAMINS 250G JAR,DOG / CAT - TREATS,DCT0103,0,2.0,0,1,1,2.0,420.0,10,3,18.526812526812527,True
GIGWI WOODEN ANTLER DOG CHEW M/L,DOG / CAT - TREATS,DCT0104,1,2.0,0,0,0,2.0,296.0,10,3,29.86915486915487,True
GIGWI WOODEN ANTLER DOG CHEW S/M,DOG / CAT - TREATS,DCT0105,0,3.0,0,0,0,2.0,230.0,10,3,34.42985842985843,True
AICHONGRENJIA WET FOOD PET TREATS 80G+5G,DOG / CAT - TREATS,DCT0106,0,0.0,0,0,0,20.0,58.0,10,3,27.767052767052768,True
BEEF BITES FURRPALS BRAND 500G,DOG / CAT - TREATS,DCT0107,1,10.0,4,5,1,12.0,189.0,10,5,18.972114972114973,True
PEDIGREE DENTASTIX 4-12MONTHS 7STICKS 56G,DOG / CAT - TREATS,DCT0108,0,5.0,6,1,0,3.0,96.0,14,4,32.87945087945088,True
FUNNY U GOAT MILK TABLETS - ASSORTED TREATS  100G,DOG / CAT - TREATS,DCT0109,2,7.0,4,3,0,28.0,48.0,14,4,45.25139425139425,True
LUNA AND LUFFY PET PROBIOTICS/MULTIVITAMINS 36CHEWS - 90G,DOG / CAT - TREATS,DCT0110,0,3.0,1,2,3,6.0,248.0,14,4,40.51866151866152,True
LUNA AND LUFFY PET PROBIOTICS/MULTIVITAMINS 100CHEWS - 250G,DOG / CAT - TREATS,DCT0111,0,0.0,0,0,0,2.0,470.0,14,3,41.92964392964393,True
CATNIP 20G POUCH,DOG / CAT - TREATS,DCT0112,0,6.0,4,0,0,2.0,68.0,14,4,31.06520806520806,True
MORINGGA POWDER 30G POUCH,DOG / CAT - TREATS,DCT0113,0,0.0,1,0,2,7.0,70.0,14,3,37.11647361647361,True
FUNNY U PET FOOD DUCK BREAST 100G,DOG / CAT - TREATS,DCT0114,0,1.0,1,3,0,8.0,60.0,14,3,57.85499785499786,True
FUNNY U PET FOOD - CHICKEN SAUSAGE TREATS 100G,DOG / CAT - TREATS,DCT0115,0,3.0,4,2,1,3.0,60.0,14,4,42.665594165594165,True
PET MART MIXED VEGETABLES 100G TREATS,DOG / CAT - TREATS,DCT0116,1,3.0,1,0,1,5.0,68.0,14,3,22.00986700986701,True
BETHEL PET FOOD - MEAT AND EGG YOLK,DOG / CAT - TREATS,DCT0117,0,1.0,1,0,0,8.0,68.0,14,3,50.16966966966966,True
FUNNY U CAT TREATS ASSORTED PACK,DOG / CAT - TREATS,DCT0118,5,14.0,5,5,4,16.0,48.0,14,5,24.594380094380096,True
OLIVET PET - WET FOOD 100G,DOG / CAT - TREATS,DCT0119,1,5.0,0,2,2,4.0,90.0,14,4,54.496782496782494,True
WU DI XIAO PET STICKS - BEEF,DOG / CAT - TREATS,DCT0120,0,3.0,0,2,1,7.0,80.0,14,3,65.52102102102103,True
"AZU RAWHIDE BITE MILK FLAVOR 7""",DOG / CAT - TREATS,DCT0121,0,0.0,0,1,1,10.0,130.0,14,3,31.17095667095667,True
PETSUP FREEZE DRIED CAT DENTAL STICK 30G,DOG / CAT - TREATS,DCT0122,0,0.0,4,2,5,17.0,140.0,14,4,43.334405834405835,True
REPACK CAT GRASS STICKS 5PCS,DOG / CAT - TREATS,DCT0123,0,0.0,8,2,4,10.0,60.0,14,4,52.389961389961385,True
DOG CHEW BONE - BIG,DOG / CAT - TREATS,DCT0124,0,0.0,1,0,1,19.0,140.0,14,3,39.45624195624195,True
DOG CHEW BONE - SMALL,DOG / CAT - TREATS,DCT0125,0,0.0,4,4,0,16.0,120.0,14,3,39.803517803517806,True
FOLOPETS CHICKEN MEAT APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0126,0,0.0,1,3,1,4.0,170.0,14,3,46.08794508794509,True
FOLOPETS BEEF MEAT APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0127,0,0.0,1,0,2,4.0,190.0,14,3,56.76083226083226,True
FOLOPETS CAT GRASS APPETITE BOOSTER 80G,DOG / CAT - TREATS,DCT0128,0,0.0,1,0,1,4.0,180.0,14,3,31.954311454311455,True
PETMARRA EPRINKLES 120ML,DOG / CAT - TREATS,DCT0129,0,0.0,3,3,10,17.0,195.0,14,4,38.16323466323466,True
PETPLAN 500G PACK CHOPPED/STICKS,DOG / CAT - TREATS,DCT0130,0,0.0,0,0,0,8.0,140.0,14,3,40.35585585585586,True
CALCIUM VIT D TABLETS QW220,DOG / CAT - TREATS,DCT0131,0,0.0,0,0,0,200.0,2.0,14,3,56.204633204633204,False
TEMPTATIONS CAT TREATS 75G,DOG / CAT - TREATS,DCT0132,0,0.0,3,0,0,1.0,115.0,14,3,56.09009009009009,True
PEDIGREE DENTASTIX,DOG / CAT - TREATS,DCT0133,0,0.0,0,3,0,0.0,170.0,14,3,47.304161304161305,True
MOOCHIE CAT/DOG TREATS 70G POUCH,DOG / CAT - TREATS,DCT0134,0,0.0,10,0,8,84.0,48.0,13,5,39.20677820677821,False
FOLOPETS HOTDOG BY PC,DOG / CAT - TREATS,DCT0135,0,0.0,58,148,108,-13.0,10.0,13,25,49.36036036036035,True
MAX PET SNACK CAT STRIP BY PC,DOG / CAT - TREATS,DCT0136,0,0.0,3,40,38,,12.0,13,8,43.643500643500644,False
AOZI DOG FOOD ADULT -LAMB APPLE (GREEN) 10KG,DOG FOOD - DRY,DGD0001,0,0.0,0,0,0,0.0,1800.0,5,3,18.589661089661092,True
AOZI DOG FOOD ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0002,8,2.0,9,8,15,46.0,185.0,7,7,13.034534534534536,False
AOZI DOG FOOD ADULT 20KG,DOG FOOD - DRY,DGD0003,0,0.0,0,0,0,0.0,3170.0,7,3,22.40905190905191,True
AZU DOG FOOD 20KG,DOG FOOD - DRY,DGD0004,0,0.0,0,0,0,0.0,2480.0,5,3,21.14092664092664,True
WHOOPPY ADULT 5KG,DOG FOOD - DRY,DGD0005,0,0.0,0,0,0,0.0,355.0,7,3,19.771342771342773,True
WHOOPPY PUPPY 5KG,DOG FOOD - DRY,DGD0006,0,0.0,0,0,0,0.0,425.0,7,3,24.276276276276274,True
AOZI ADULT (GOLD) 20KG,DOG FOOD - DRY,DGD0007,0,0.0,1,0,0,-1.0,3180.0,7,3,20.23037323037323,True
AOZI ADULT (GOLD) 1-KILO PACK,DOG FOOD - DRY,DGD0008,33,33.0,15,24,20,14.0,185.0,7,11,26.57936507936508,True
AOZI DOG LAMB APPLE ADULT - GREEN 1-KILO PACK,DOG FOOD - DRY,DGD0009,0,0.0,0,0,1,-1.0,210.0,7,3,22.56156156156156,True
AOZI DOG LAMB APPLE ADULT 10KG,DOG FOOD - DRY,DGD0010,0,0.0,0,0,0,0.0,1820.0,5,3,10.105963105963106,True
AOZI LAMB ORGANIC APPLE 10KG,DOG FOOD - DRY,DGD0011,0,0.0,0,0,0,1.0,1760.0,7,3,16.040755040755045,True
AOZI PUPPY (SILVER) 20KG,DOG FOOD - DRY,DGD0012,0,0.0,0,0,0,2.0,3270.0,5,3,12.576576576576576,True
AOZI PUPPY (SILVER) 1-KILO PACK,DOG FOOD - DRY,DGD0013,18,22.0,29,29,28,50.0,185.0,17,11,50.2033462033462,True
AZU DOG FOOD -ALL STAGES 1-KILO REPACK,DOG FOOD - DRY,DGD0014,0,1.0,0,0,4,29.0,150.0,17,3,68.40969540969542,True
AZU DOG FOOD 5KG,DOG FOOD - DRY,DGD0015,0,3.0,0,0,0,0.0,690.0,17,3,54.06091806091806,True
AZU DOG FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0016,0,8.0,9,2,1,-9.0,160.0,17,4,53.22072072072072,True
BEEFPRO ADULT 22.7KG,DOG FOOD - DRY,DGD0019,0,1.0,0,0,0,1.0,2750.0,17,3,31.26018876018876,True
BEEFPRO ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0020,29,31.0,28,12,5,-6.0,145.0,17,10,46.774345774345775,True
BEEFPRO PUPPY 22.7KG,DOG FOOD - DRY,DGD0021,0,0.0,0,0,0,1.0,3280.0,17,3,66.71514371514371,True
BEEFPRO PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0022,9,19.0,17,18,4,9.0,175.0,17,8,56.68790218790219,True
BOW WOW ADULT 20KG,DOG FOOD - DRY,DGD0029,0,0.0,0,0,0,0.0,1415.0,17,3,44.61003861003861,True
BOW WOW ADULT HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0030,0,0.0,0,0,0,0.0,34.0,17,3,59.3080223080223,True
BOW WOW ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0031,0,0.0,0,0,0,0.0,68.0,17,3,26.562848562848558,True
BOW WOW PUPPY 15KG,DOG FOOD - DRY,DGD0032,0,0.0,0,0,0,0.0,0.0,17,3,65.35328185328186,True
BOW WOW PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0033,0,0.0,0,0,0,0.0,0.0,17,3,41.07550407550407,True
CHEF'S SPECIAL ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0034,21,5.0,1,17,9,18.0,170.0,19,7,80.02917202917203,True
CHEF'S SPECIAL PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0035,4,15.0,11,8,7,17.0,180.0,19,7,39.87001287001287,True
CHEF'S SPECIAL SENIOR 1-KILO PACK,DOG FOOD - DRY,DGD0036,0,0.0,0,0,0,0.0,140.0,5,3,8.23873873873874,True
CHEF'S SPECIAL PUPPY SALE PACK,DOG FOOD - DRY,DGD0037,0,3.0,4,0,0,3.0,60.0,9,3,23.577863577863578,True
CHEFS SPECIAL ADULT 10KG,DOG FOOD - DRY,DGD0038,0,0.0,0,0,0,0.0,1215.0,19,3,49.43135993135993,True
CHEFS SPECIAL PUPPY 10KG,DOG FOOD - DRY,DGD0039,2,2.0,0,0,0,-4.0,1300.0,19,3,55.84920634920634,True
DERBY ADULT 20KG,DOG FOOD - DRY,DGD0040,0,0.0,0,0,0,0.0,1910.0,5,3,16.089017589017587,True
DERBY ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0041,0,0.0,0,0,0,0.0,85.5,10,3,36.51930501930502,True
DERBY PUPPY 20KG,DOG FOOD - DRY,DGD0042,0,0.0,0,0,0,0.0,1970.0,10,3,36.210210210210214,True
DERBY PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0043,0,0.0,0,0,0,0.0,98.5,10,3,39.210210210210214,True
DIXIE CAT ADULT 7KG,DOG FOOD - DRY,DGD0044,1,1.0,0,0,1,1.0,920.0,10,3,38.65336765336765,True
DOGI BEEF 5KG,DOG FOOD - DRY,DGD0045,82,91.0,58,60,50,14.0,375.0,10,25,38.45795795795796,True
DOGI BEEF ADULT 20KG,DOG FOOD - DRY,DGD0046,0,0.0,0,0,0,2.0,1640.0,10,3,28.55834405834406,True
DOGI BEEF ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0047,0,0.0,0,0,0,0.0,67.0,10,3,27.187473187473188,True
HOLISTIC ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0048,0,0.0,0,0,0,0.0,180.0,10,3,34.45795795795796,True
HOLISTIC PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0049,0,0.0,0,0,0,0.0,184.0,10,3,32.68018018018017,True
INFINITY MAINTENANCE 1-KILO PACK,DOG FOOD - DRY,DGD0051,0,0.0,0,0,0,0.0,0.0,10,3,27.94873444873445,True
JUNGLE LAMB ADULT 15KG,DOG FOOD - DRY,DGD0054,0,0.0,0,0,0,0.0,0.0,10,3,29.103603603603602,True
JUNGLE LAMB ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0055,0,0.0,0,0,0,0.0,0.0,10,3,23.11647361647362,True
MAXIM ADULT HALF 1/2-KILO PACK,DOG FOOD - DRY,DGD0056,0,0.0,0,0,0,0.0,57.0,10,3,25.619905619905623,True
MAXIME ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0057,0,0.0,1,0,0,13.0,113.3,10,3,35.720077220077215,True
MAXIME PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0058,0,0.0,0,0,0,0.0,205.0,10,3,24.68618618618619,True
NOVOPET ADULT DOG FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0059,2,1.0,3,5,0,6.0,130.0,10,4,41.78185328185329,True
NOVOPET ADULT DOG FOOD 20KG,DOG FOOD - DRY,DGD0060,0,0.0,0,0,0,0.0,2000.0,10,3,21.61111111111111,True
NUTRICARE ADULT POWERED BY AOZI 20KG,DOG FOOD - DRY,DGD0061,0,0.0,0,0,0,0.0,0.0,10,3,32.48069498069498,True
NUTRICARE ADULT POWERED BY AOZI 1-KILO PACK,DOG FOOD - DRY,DGD0062,0,0.0,0,0,0,0.0,0.0,10,3,29.781853281853287,True
NUTRICARE PUPPY POWERED BY AOZI 20KG,DOG FOOD - DRY,DGD0063,0,1.0,0,0,0,-1.0,0.0,10,3,30.120334620334624,True
NUTRICARE PUPPY POWERED BY AOZI 1-KILO PACK,DOG FOOD - DRY,DGD0064,0,0.0,0,0,0,0.0,0.0,10,3,36.21921921921922,True
NUTRICHUNKS ADULT 10KG,DOG FOOD - DRY,DGD0065,0,0.0,0,0,0,0.0,1095.0,10,3,28.94873444873445,True
NUTRICHUNKS ADULT 20KG,DOG FOOD - DRY,DGD0066,1,1.0,1,0,0,1.0,2220.0,10,3,29.610038610038607,True
NUTRICHUNKS ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0067,6,9.0,12,8,7,14.0,130.0,10,6,30.020163020163025,True
NUTRICHUNKS PUPPY 10KG,DOG FOOD - DRY,DGD0068,0,0.0,0,0,0,0.0,1460.0,10,3,28.912912912912915,True
NUTRICHUNKS PUPPY 20KG,DOG FOOD - DRY,DGD0069,0,0.0,0,0,0,2.0,2570.0,10,3,26.11647361647362,True
NUTRICHUNKS PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0070,6,12.0,14,15,10,-11.0,160.0,10,3,29.611111111111114,True
OLE KAT ADULT CAT FOOD 1-KILO PACK,DOG FOOD - DRY,DGD0071,0,0.0,0,0,0,0.0,105.0,10,3,36.64886314886315,True
OPTIMA BEEF MEAL GREEN 22.7KG,DOG FOOD - DRY,DGD0072,0,0.0,0,0,0,0.0,0.0,10,3,22.376876876876874,True
OPTIMA BEEF MEAL GREEN 1-KILO PACK,DOG FOOD - DRY,DGD0073,0,0.0,0,0,0,0.0,0.0,10,3,27.11647361647362,True
OPTIMA HIGH PROTEIN BLUE 22.7KG,DOG FOOD - DRY,DGD0074,0,0.0,0,0,0,0.0,2560.0,5,3,15.629343629343628,True
OPTIMA HIGH PROTEIN 1-KILO PACK,DOG FOOD - DRY,DGD0075,0,2.0,2,0,0,16.0,140.0,9,3,16.14092664092664,True
OPTIMA LAMB AND RICE 22.7KG,DOG FOOD - DRY,DGD0076,0,0.0,0,0,0,1.0,2830.0,9,3,29.771342771342773,True
OPTIMA LAMB AND RICE 1-KILO PACK,DOG FOOD - DRY,DGD0077,6,0.0,0,1,0,41.0,160.0,9,3,32.982839982839984,False
PEDIGREE ADULT 20KG,DOG FOOD - DRY,DGD0078,0,0.0,0,0,0,0.0,2600.0,9,3,37.78185328185329,True
PEDIGREE ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0079,20,11.0,17,16,11,-25.0,160.0,9,8,21.653796653796654,True
PEDIGREE PUPPY 15KG,DOG FOOD - DRY,DGD0080,0,0.0,0,0,0,0.0,2430.0,5,3,9.998498498498499,True
PEDIGREE PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0081,31,17.0,24,32,20,-21.0,190.0,18,11,50.21814671814671,True
PET ONE PUPPY 1-KILO PACK,DOG FOOD - DRY,DGD0082,0,0.0,0,0,0,0.0,103.3,18,3,56.3048048048048,True
POWERDOG ADULT 1-KILO PACK,DOG FOOD - DRY,DGD0083,0,0.0,0,0,0,0.0,155.0,18,3,43.074217074217074,True
POWERDOG ADULT SMALL BREED (LAMB AND VEG) 3KG,DOG FOOD - DRY,DGD0084,0,0.0,0,0,0,0.0,460.0,18,3,58.4959244959245,True
