Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE,PredictedThreshold,RestockNeeded
PET PAW CLEANING FOAM 150ML,GROOMING AND ACCESSORIES,GA0056,0,0.0,0,0,0,10.0,130.0,9,3,33.856070356070354,True
PET FOAM SPRAYER GUN,GROOMING AND ACCESSORIES,GA0057,0,0.0,0,0,0,2.0,260.0,9,3,35.04954954954955,True
FLEAS REMOVAL COMB,GROOMING AND ACCESSORIES,GA0058,0,6.0,1,2,0,4.0,98.0,3,4,11.577649077649077,True
DONO PET WIPES,GROOMING AND ACCESSORIES,GA0059,0,4.0,1,1,2,1.0,120.0,9,4,26.08344058344058,True
PLASTIC BRUSH SELF CLEANING - GS13,GROOMING AND ACCESSORIES,GA0060,0,3.0,1,5,0,8.0,60.0,9,4,9.13835263835264,True
YINGT PET DENTAL SET,GROOMING AND ACCESSORIES,GA0061,0,2.0,3,1,0,2.0,90.0,9,4,26.723938223938223,True
YINGT PET TOOTHPASTE 70G,GROOMING AND ACCESSORIES,GA0062,0,1.0,0,0,1,11.0,70.0,9,3,24.322179322179323,True
EAR WIPES 130G,GROOMING AND ACCESSORIES,GA0063,0,0.0,0,0,0,6.0,120.0,9,3,19.83033033033033,True
MEISHIYU PET CARE WIPES 80PCS,GROOMING AND ACCESSORIES,GA0064,0,2.0,3,4,2,8.0,140.0,9,4,31.05126555126555,True
PROLIFIC TAILS PET POTTY TRAINING SPRAY 470ML,GROOMING AND ACCESSORIES,GA0065,0,0.0,1,1,0,11.0,280.0,9,3,27.291934791934793,True
LINT REMOVER WASHABLE BLUE - BIG ROLL,GROOMING AND ACCESSORIES,GA0066,0,0.0,1,0,0,3.0,130.0,9,3,25.75353925353925,True
LINT REMOVER WASHABLE BLUE- SMALL ROLL,GROOMING AND ACCESSORIES,GA0067,0,0.0,0,0,0,6.0,50.0,9,3,16.157228657228657,True
LINT ROLLER -HAIR REMOVER,GROOMING AND ACCESSORIES,GA0068,1,1.0,1,5,0,9.0,60.0,9,4,41.27520377520377,True
PET HAIR TRIMMER D80010,GROOMING AND ACCESSORIES,GA0069,0,1.0,0,0,1,3.0,240.0,9,3,34.53882453882454,True
KOJIMA PAW CARE CREAM 15G,GROOMING AND ACCESSORIES,GA0070,0,0.0,0,0,0,4.0,230.0,9,3,27.721149721149718,True
KNOTTING COMB BLADE,GROOMING AND ACCESSORIES,GA0071,0,1.0,0,0,0,3.0,68.0,9,3,32.26533676533677,True
NOSE AND PAW BALM 40G,GROOMING AND ACCESSORIES,GA0072,0,0.0,0,1,1,4.0,160.0,9,3,23.565422565422566,True
BATH NET - CAT SHOWER BAG,GROOMING AND ACCESSORIES,GA0073,0,0.0,0,0,0,4.0,220.0,9,3,18.33933933933934,True
TOWEL WITH EARS,GROOMING AND ACCESSORIES,GA0074,0,0.0,0,0,0,4.0,190.0,9,3,31.734663234663238,True
QUICK DRYING TOWEL - 2SIDES THICK 50X100CM,GROOMING AND ACCESSORIES,GA0075,0,0.0,0,0,0,6.0,230.0,9,3,31.27520377520377,True
ICE HOT COMPRESS,GROOMING AND ACCESSORIES,GA0076,0,0.0,0,0,0,2.0,150.0,9,3,31.526383526383526,True
WASHABLE DIAPER - LARGE,GROOMING AND ACCESSORIES,GA0077,0,0.0,0,0,0,4.0,240.0,9,3,19.97125697125697,True
WASHABLE DIAPER - MEDIUM,GROOMING AND ACCESSORIES,GA0078,0,0.0,0,0,0,2.0,220.0,9,3,19.08258258258258,True
WASHABLE DIAPER - SMALL,GROOMING AND ACCESSORIES,GA0079,0,0.0,0,1,0,2.0,190.0,9,3,19.516731016731015,True
EAR COVERS,GROOMING AND ACCESSORIES,GA0080,0,0.0,0,0,0,4.0,220.0,9,3,15.704204204204203,True
PET ORAL SPRAY 120ML,GROOMING AND ACCESSORIES,GA0081,0,1.0,3,0,0,0.0,130.0,9,3,33.1990561990562,True
COOLING PAD MAT SILK - LARGE,GROOMING AND ACCESSORIES,GA0082,0,0.0,0,1,1,4.0,270.0,9,3,24.40990990990991,True
COOLING PAD MAT SILK - MEDIUM,GROOMING AND ACCESSORIES,GA0083,0,0.0,0,0,2,4.0,220.0,9,3,32.57335907335907,True
PET DISPOSABLE GLOVE WIPES,GROOMING AND ACCESSORIES,GA0084,0,0.0,0,0,0,6.0,145.0,9,3,21.414628914628913,True
DORRIKEY DRY CLEANING POWDER 260G,GROOMING AND ACCESSORIES,GA0085,0,0.0,4,2,5,11.0,180.0,9,4,30.269412269412264,True
DISPOSABLE PET FOOT COVERS,GROOMING AND ACCESSORIES,GA0086,0,0.0,0,0,0,3.0,120.0,9,3,18.43951093951094,True
RUBBER GLOVES - SHORT,GROOMING AND ACCESSORIES,GA0087,0,0.0,0,0,2,5.0,220.0,9,3,31.95838695838696,True
RUBBER GLOVES - LONG,GROOMING AND ACCESSORIES,GA0088,0,0.0,0,0,0,6.0,280.0,9,3,30.131059631059635,True
HAIR REMOVAL GLOVES - HRG1,GROOMING AND ACCESSORIES,GA0089,0,0.0,0,0,3,6.0,140.0,9,3,29.954311454311455,True
LINT REMOVER FLAT DOUBLE SIDED BRUSH - LRF,GROOMING AND ACCESSORIES,GA0090,0,0.0,1,0,0,7.0,70.0,9,3,11.869798369798367,True
70 PRESENT EYE WIPES 150PCS QW 633,GROOMING AND ACCESSORIES,GA0091,0,0.0,0,0,4,20.0,95.0,9,3,21.22844272844273,True
PAW CARE PET FOOT CREAM 60G QW613,GROOMING AND ACCESSORIES,GA0092,0,0.0,0,1,0,4.0,195.0,9,3,26.14092664092664,True
TICK PICKER REMOVER,GROOMING AND ACCESSORIES,GA0093,0,0.0,1,0,0,0.0,70.0,9,3,33.94573144573145,True
GRAIN FORMULA/JONSANTY HAMSTER FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0001,0,0.0,0,0,0,0.0,0.0,9,3,20.795366795366796,True
SMARTHEART RODENT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0002,0,0.0,0,0,0,0.0,96.0,9,3,37.21814671814671,True
HAMSTER CASTLE HAWAII VILLA,HAMSTER / RABBIT / FISH / BIRD,HRB0003,0,1.0,0,0,0,4.0,280.0,9,3,10.454311454311455,True
HAMSTER HOUSE -SMALL VILLA,HAMSTER / RABBIT / FISH / BIRD,HRB0004,1,0.0,0,0,0,2.0,180.0,9,3,31.632990132990134,True
HAMSTER SLIDE HOUSE - HSH,HAMSTER / RABBIT / FISH / BIRD,HRB0005,0,0.0,0,0,0,2.0,130.0,9,3,14.442942942942942,True
HAMSTER SWING,HAMSTER / RABBIT / FISH / BIRD,HRB0006,0,0.0,0,0,0,0.0,90.0,9,3,21.2977262977263,True
HAMSTER WATER BOTTLE FEEDER 80ML,HAMSTER / RABBIT / FISH / BIRD,HRB0007,0,0.0,0,0,0,0.0,95.0,9,3,28.973616473616474,True
JENECA OXYGEN PUMP AP-980,HAMSTER / RABBIT / FISH / BIRD,HRB0008,0,0.0,0,0,0,1.0,280.0,9,3,19.275203775203774,True
SOBO AQUARIUM FILTER PUMP WP-1200F,HAMSTER / RABBIT / FISH / BIRD,HRB0009,0,0.0,0,0,0,0.0,170.0,9,3,20.567353067353068,True
SOBO OXYGEN PUMP SB-248A,HAMSTER / RABBIT / FISH / BIRD,HRB0010,0,0.0,0,1,0,2.0,250.0,9,3,33.97383097383097,True
FISH FLOATING PELLET 100G PACK,HAMSTER / RABBIT / FISH / BIRD,HRB00105,0,1.0,0,0,0,9.0,40.0,9,3,32.21814671814671,True
PORPOISE GOLDFISH PELLETS SLOW SINKING 88G,HAMSTER / RABBIT / FISH / BIRD,HRB00107,0,0.0,0,0,0,2.0,110.0,9,3,19.117331617331615,True
INFINITY FISH FOOD FLAKES 25G,HAMSTER / RABBIT / FISH / BIRD,HRB00108,0,1.0,0,0,0,1.0,90.0,9,3,27.06799656799657,True
PORPOISE GOLDFISH FLOATING PELLETS 88G,HAMSTER / RABBIT / FISH / BIRD,HRB00109,1,0.0,0,0,0,0.0,80.0,9,3,28.619905619905623,True
SOBO SUBMERSIBLE PUMP WP-100D,HAMSTER / RABBIT / FISH / BIRD,HRB0011,0,0.0,0,0,1,1.0,250.0,9,33,16.61990561990562,True
PET PAPER COTTON JONSANTY CST344 LEMONGRASS,HAMSTER / RABBIT / FISH / BIRD,HRB0012,0,0.0,0,0,0,0.0,130.0,9,3,21.07035607035607,True
PET PAPER COTTON JONSANTY CST347 LAVENDER,HAMSTER / RABBIT / FISH / BIRD,HRB0013,0,0.0,0,0,0,0.0,140.0,9,33,31.239167739167737,True
PREMIUM BIRD FOOD MIXED SEEDS AND PELLETS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0014,0,0.0,0,0,0,0.0,98.0,9,3,32.21450021450022,True
BIRD MIXED SEEDS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0015,0,0.0,0,0,0,0.0,70.0,9,3,18.684899184899184,True
R&M BIRD FOOD BL-0101 TIGER SKIN PATTERN BIRD,HAMSTER / RABBIT / FISH / BIRD,HRB0016,0,0.0,0,0,0,0.0,100.0,9,3,26.74045474045474,True
AQUA MASTER FISH FOOD 15G,HAMSTER / RABBIT / FISH / BIRD,HRB0017,2,1.0,0,0,1,10.0,50.0,9,3,37.85478335478335,True
LUXBER HAMSTER FOOD (REPACK) 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0018,0,0.0,0,0,0,0.0,32.5,9,3,29.766623766623766,True
LUXBER HAMSTER FOOD 1LB RL-0121,HAMSTER / RABBIT / FISH / BIRD,HRB0019,0,0.0,0,0,0,0.0,60.0,9,3,28.850278850278848,True
R&M RM-0110 MINI HAMSTER CEREALS,HAMSTER / RABBIT / FISH / BIRD,HRB0020,0,0.0,0,0,0,0.0,35.0,9,3,25.167310167310166,True
R&M RM-0111 HAMSTER CLASSIC CEREAL (454G),HAMSTER / RABBIT / FISH / BIRD,HRB0021,0,0.0,0,0,0,0.0,80.0,9,3,26.68039468039468,True
VITAKRAFT HAMSTER 1-KILO PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0022,0,0.0,0,0,0,0.0,210.0,9,3,23.13492063492064,True
VITAKRAFT HAMSTER 400G,HAMSTER / RABBIT / FISH / BIRD,HRB0023,0,0.0,0,0,0,0.0,110.0,9,3,17.48906048906049,True
BIRD CAGE #1000-1004,HAMSTER / RABBIT / FISH / BIRD,HRB0024,0,0.0,0,0,0,0.0,285.0,9,3,28.850278850278848,True
BIRD CAGE #1004,HAMSTER / RABBIT / FISH / BIRD,HRB0025,0,0.0,0,0,0,0.0,480.0,9,3,19.490347490347492,True
BIRD CAGE RECTANGLE CST876,HAMSTER / RABBIT / FISH / BIRD,HRB0026,0,0.0,0,0,0,0.0,460.0,9,3,18.426426426426424,True
BIRD FEEDER WITH CAGE HOLDER - MEDIUM,HAMSTER / RABBIT / FISH / BIRD,HRB0027,0,0.0,0,0,0,0.0,35.0,9,3,23.917417417417415,True
BIRD FEEDER WITH CAGE HOLDER - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0028,0,0.0,0,0,0,0.0,25.0,9,3,38.92664092664093,True
BIRD FEEDER WITH CAGE HOLDER -LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0029,0,0.0,0,0,0,0.0,45.0,9,3,26.361647361647364,True
BIRD SEEDS AND WATER FEEDER,HAMSTER / RABBIT / FISH / BIRD,HRB0030,0,0.0,0,0,0,3.0,85.0,9,3,24.462676962676962,True
BIRD SEEDS MIX REPACK 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0031,0,0.0,0,0,0,0.0,60.0,9,3,19.240454740454737,True
DOUBLE DECK HAMSTER CAGE - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0032,0,0.0,0,0,0,0.0,330.0,9,3,23.528528528528525,True
DOUBLE DECK HAMSTER CAGE - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0033,0,0.0,0,0,0,0.0,250.0,9,3,23.788288288288285,True
DRIED WORMS REPACK 100G,HAMSTER / RABBIT / FISH / BIRD,HRB0034,0,0.0,0,0,1,0.0,55.0,9,3,28.535392535392532,True
EMILY HAMSTER WOOD SHAVINGS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0035,0,1.0,2,2,0,11.0,220.0,9,4,24.97940797940798,True
FULIKAI RABBIT FOOD ADULT 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0036,0,0.0,0,0,0,4.0,230.0,9,3,28.590948090948093,True
GRAIN FORMULA/JONSANTY HAMSTER FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0037,0,0.0,0,0,0,0.0,84.0,9,3,23.788288288288285,True
HAMSTER BATH SAND,HAMSTER / RABBIT / FISH / BIRD,HRB0038,1,2.0,0,0,0,-3.0,120.0,9,3,28.14950664950665,True
HAMSTER BATHROOM TRANSPARENT - LARGE 16X11X11CM,HAMSTER / RABBIT / FISH / BIRD,HRB0039,0,0.0,0,1,0,0.0,150.0,9,3,33.24388674388674,True
HAMSTER CAGE - 2 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0040,0,0.0,0,0,0,1.0,480.0,9,3,31.726297726297723,True
HAMSTER CAGE - 3 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0041,0,1.0,0,0,1,0.0,680.0,9,3,34.05298155298156,True
HAMSTER CAGE -1 LAYER,HAMSTER / RABBIT / FISH / BIRD,HRB0042,0,0.0,0,0,0,2.0,390.0,9,3,34.11518661518662,True
HAMSTER CAGE CRYSTAL ACRYLIC TRANSPARENT - 2 LAYERS,HAMSTER / RABBIT / FISH / BIRD,HRB0043,1,0.0,0,0,0,1.0,1300.0,9,3,26.33054483054483,True
HAMSTER CLAMP RAT PICKER CLAMP,HAMSTER / RABBIT / FISH / BIRD,HRB0044,0,0.0,0,0,0,4.0,99.0,9,3,26.54933504933505,True
HAMSTER POTTY,HAMSTER / RABBIT / FISH / BIRD,HRB0045,0,0.0,0,0,0,0.0,80.0,9,3,9.327327327327328,True
HAMSTER RUNNING BALL - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0046,0,0.0,1,0,0,4.0,120.0,9,3,20.06885456885457,True
HAMSTER RUNNING WHEEL - LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0047,0,2.0,0,0,0,-2.0,160.0,9,3,19.06885456885457,True
HAMSTER SAWDUST NATURAL WOOD CHIPS BEDDING,HAMSTER / RABBIT / FISH / BIRD,HRB0048,0,0.0,0,0,0,0.0,168.0,9,3,20.32389532389532,True
HAMSTER SAWDUST PREMIUM WOODSHAVINGS 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0049,1,1.0,1,0,0,1.0,120.0,9,3,37.73981123981124,True
HAMSTER SILENT RUNNING WHEELS 11CM,HAMSTER / RABBIT / FISH / BIRD,HRB0050,0,0.0,0,0,2,3.0,230.0,9,3,38.41226941226941,True
HAMSTER SILENT RUNNING WHEELS 14CM,HAMSTER / RABBIT / FISH / BIRD,HRB0051,0,0.0,0,0,0,0.0,260.0,9,3,19.005362505362505,True
HAMSTER SILENT RUNNING WHEELS 16CM,HAMSTER / RABBIT / FISH / BIRD,HRB0052,0,0.0,0,0,0,0.0,280.0,9,3,31.653796653796654,True
HAMSTER TOILET WITH DOOR,HAMSTER / RABBIT / FISH / BIRD,HRB0053,0,0.0,0,0,0,0.0,59.0,9,3,24.830330330330334,True
HAMSTER TOILET WITH SHOVEL,HAMSTER / RABBIT / FISH / BIRD,HRB0054,0,0.0,0,0,0,0.0,79.0,9,3,37.17910767910767,True
HAMSTER WATER BOTTLE FEEDER 250ML,HAMSTER / RABBIT / FISH / BIRD,HRB0055,0,0.0,0,0,0,0.0,45.0,9,3,20.156370656370655,True
HAMSTER WHEEL TRANSPARENT,HAMSTER / RABBIT / FISH / BIRD,HRB0056,1,0.0,0,0,0,-1.0,95.0,9,3,26.834620334620336,True
HAMSTER WHEELS,HAMSTER / RABBIT / FISH / BIRD,HRB0057,0,0.0,0,0,0,0.0,85.0,9,3,15.71063921063921,True
JONSANTY ASSORTED FRUITS SNACK FOOD 500ML/G,HAMSTER / RABBIT / FISH / BIRD,HRB0058,0,0.0,0,0,0,0.0,110.0,9,3,32.270270270270274,True
JONSANTY BREADWORM - DRY WORM SNACK FOOD 500ML/G,HAMSTER / RABBIT / FISH / BIRD,HRB0059,0,0.0,0,0,0,0.0,85.0,9,3,23.558987558987557,True
JONSANTY GRAIN FORMULA HAMSTER FOOD 2LB,HAMSTER / RABBIT / FISH / BIRD,HRB0060,0,0.0,0,0,0,0.0,165.0,9,3,20.280566280566276,True
JONSANTY HAMSTER FOOD 1LB,HAMSTER / RABBIT / FISH / BIRD,HRB0061,0,0.0,0,0,0,0.0,112.0,9,3,35.83483483483484,True
NUTRIBIT PREMIUM RABBIT BREEDER PELLET 1KG REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0062,1,0.0,1,1,0,-1.0,130.0,9,3,28.262333762333764,True
PREMIUM BIRD FOOD MIXED SEEDS AND PELLETS 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0063,0,0.0,0,0,0,0.0,44.0,9,3,13.037537537537538,True
REP-CAL TORTOISE TURTLE FOOD 170G,HAMSTER / RABBIT / FISH / BIRD,HRB0064,0,0.0,0,1,0,0.0,190.0,9,3,14.558987558987559,True
SHOWA TURTLE PELLET 30G,HAMSTER / RABBIT / FISH / BIRD,HRB0065,3,0.0,1,0,0,9.0,75.0,9,3,27.214714714714713,True
SMARTHEART RODENT FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0066,0,0.0,0,0,0,0.0,78.0,9,3,12.76941226941227,True
VERSELE-LAGA CRISPY NUESLU HAMSTER FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0067,1,0.0,1,0,0,-1.0,260.0,9,3,21.414628914628913,True
VITACKRAFT MENU REPACK - RABBIT FOOD 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0068,0,0.0,0,0,0,0.0,63.0,5,3,7.417631917631919,True
GRASS STICKS 1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0069,0,0.0,0,0,0,0.0,130.0,5,3,10.796010296010296,True
LUXBER LU101 FORMULA  RABBIT FOOD,HAMSTER / RABBIT / FISH / BIRD,HRB0070,0,0.0,0,0,0,0.0,50.0,5,3,19.422779922779924,True
LUXBER VITAFUL FORMULA RABBIT FOOD POUCH 250G,HAMSTER / RABBIT / FISH / BIRD,HRB0071,0,0.0,0,0,0,0.0,30.0,5,3,15.263191763191765,True
R&M CLASSIC DAILY RABBIT FOOD 454G,HAMSTER / RABBIT / FISH / BIRD,HRB0072,0,0.0,0,0,0,0.0,50.0,5,3,19.14092664092664,True
R&M RL-101 DIGESTANT RABBIT FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0073,0,0.0,0,0,0,0.0,80.0,5,3,5.949377949377949,True
VITAKRAFT MENU RABBIT FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0074,0,0.0,0,0,0,0.0,320.0,5,3,16.423208923208925,True
PORPOISE KOI FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0075,0,0.0,3,0,1,1.0,320.0,5,3,18.73359073359073,True
PORPOISE AROWANA FISH FOOD 125G,HAMSTER / RABBIT / FISH / BIRD,HRB0076,1,0.0,1,0,1,2.0,258.0,5,3,8.238095238095237,True
BONUSES KOI FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0077,1,1.0,0,1,0,1.0,220.0,5,3,14.422779922779924,True
TATEH FISH FOOD SINKER PELLETS PO3/PO4 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0078,0,0.0,0,0,0,8.0,170.0,5,3,17.707636207636206,True
FOOD DISPENSER FOR SMALL PETS,HAMSTER / RABBIT / FISH / BIRD,HRB0079,0,1.0,0,0,0,0.0,190.0,5,3,16.58129558129558,True
BIRD SEEDS MIX -BIG,HAMSTER / RABBIT / FISH / BIRD,HRB0080,0,0.0,1,0,0,4.0,120.0,5,3,14.957528957528957,True
BIRD SEEDS MIX - SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0081,0,0.0,0,0,0,1.0,60.0,5,3,20.704204204204203,True
BIRD PREMIUM MIXED SEEDS AND PELLETS,HAMSTER / RABBIT / FISH / BIRD,HRB0082,1,2.0,0,0,0,4.0,140.0,5,3,14.885242385242385,True
HAMSTER WARMNEST,HAMSTER / RABBIT / FISH / BIRD,HRB0083,0,0.0,1,0,0,4.0,195.0,5,3,22.903903903903903,True
HANGING WHITE STONE MOLAR CHEWING - 1L,HAMSTER / RABBIT / FISH / BIRD,HRB0084,0,0.0,0,0,0,1.0,95.0,5,3,8.943371943371943,True
HANGING WHITE STONE MOLAR CHEWING FOR BIRDS AND HAMSTER - 2L,HAMSTER / RABBIT / FISH / BIRD,HRB0085,0,0.0,0,0,0,2.0,130.0,5,3,18.8028743028743,True
WHITE STONE CUBE MOLAR TEETHING,HAMSTER / RABBIT / FISH / BIRD,HRB0086,2,0.0,3,0,0,4.0,25.0,5,3,19.02016302016302,True
HAMSTER HARNESS ALL SIZE,HAMSTER / RABBIT / FISH / BIRD,HRB0087,0,0.0,0,0,0,3.0,230.0,5,3,18.28099528099528,True
HAMSTER BATHTUB CLEAR ELEVATED,HAMSTER / RABBIT / FISH / BIRD,HRB0088,0,1.0,0,0,0,3.0,230.0,5,3,8.874517374517374,True
HAMSTER BATHROOM DETACHABLE,HAMSTER / RABBIT / FISH / BIRD,HRB0089,0,0.0,0,0,0,2.0,170.0,5,3,19.417417417417415,True
GRASS STICKS BY PC,HAMSTER / RABBIT / FISH / BIRD,HRB0090,2,3.0,3,0,0,22.0,10.0,5,4,12.6001716001716,False
HAMSTER HAMMOCK - L,HAMSTER / RABBIT / FISH / BIRD,HRB0091,0,0.0,0,0,0,3.0,250.0,5,3,13.04954954954955,True
HAMSTER HAMMOCK - XS,HAMSTER / RABBIT / FISH / BIRD,HRB0092,0,0.0,0,1,0,2.0,160.0,5,3,9.706349206349206,True
HAMSTER TUNNEL - L,HAMSTER / RABBIT / FISH / BIRD,HRB0093,0,0.0,0,0,0,2.0,180.0,5,3,15.058344058344058,True
HAMSTER TUNNEL - M,HAMSTER / RABBIT / FISH / BIRD,HRB0094,0,0.0,0,0,0,2.0,160.0,5,3,13.288288288288289,True
HAMSTER WINDMILL LARGE,HAMSTER / RABBIT / FISH / BIRD,HRB0095,2,0.0,0,0,0,-2.0,190.0,5,3,11.971471471471471,True
HAMSTER TREAT DRIED FRUIT APPLE GRAINS IN JAR,HAMSTER / RABBIT / FISH / BIRD,HRB0096,0,0.0,1,0,1,1.0,180.0,5,3,13.138996138996141,True
ORIENTAL BLEND MIX OF SEEDS - BIRD FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0097,0,0.0,0,0,0,-3.0,250.0,5,3,20.91741741741742,True
SALLY HAMSTER FOOD 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0098,1,1.0,0,0,1,-2.0,180.0,5,3,9.911196911196912,True
SMARTHEART RABBIT FOOD 500G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0099,0,1.0,2,0,0,4.0,130.0,5,3,20.56027456027456,True
SMARTHEART RABBIT FOOD 250G PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0100,0,0.0,0,0,0,0.0,78.0,5,3,6.6141141141141135,True
SEAFOOD HAMSTER FOOD MIX 400G,HAMSTER / RABBIT / FISH / BIRD,HRB0101,0,3.0,1,4,2,-4.0,168.0,5,4,10.318961818961817,True
CRISPY MUESLI HAMSTER FOOD 1KILO,HAMSTER / RABBIT / FISH / BIRD,HRB0102,0,0.0,0,2,0,0.0,260.0,5,3,7.343629343629344,True
CRISPY MUESLI RABBITS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0103,1,3.0,1,1,0,1.0,250.0,5,3,10.205705705705704,True
RODENT FOOD PELLETS 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0104,0,0.0,0,0,0,0.0,190.0,5,3,10.968468468468469,True
HAMSTER SAND BATH 500G,HAMSTER / RABBIT / FISH / BIRD,HRB0105,1,0.0,0,0,1,-1.0,120.0,5,3,19.983054483054485,True
PORPOISE COLOR ENHANCER FOOD 200G,HAMSTER / RABBIT / FISH / BIRD,HRB0106,1,0.0,0,1,0,1.0,120.0,5,3,23.590948090948096,True
HAMSTER BATH SAND 1KG ANY SCENT CHINESE PRINT,HAMSTER / RABBIT / FISH / BIRD,HRB0107,0,2.0,2,1,0,20.0,190.0,5,3,13.695195195195193,False
JONSANTY HAMSTER BATHING SAND POWDER 100G,HAMSTER / RABBIT / FISH / BIRD,HRB0108,0,0.0,0,0,1,4.0,180.0,5,3,19.14092664092664,True
HAMSTER DRY CLEANING BATH SAND,HAMSTER / RABBIT / FISH / BIRD,HRB0109,1,0.0,2,4,2,7.0,140.0,5,4,18.830330330330327,True
HAMSTER FOOD DISPENCER 300ML,HAMSTER / RABBIT / FISH / BIRD,HRB0110,0,0.0,0,0,0,0.0,190.0,5,3,12.817245817245816,True
RODENT MINT GRASS GREEN BISCUIT TREAT -1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0111,2,0.0,0,0,0,7.0,30.0,5,3,15.629343629343628,True
HAMSTER TUNNEL SET PACK CLEAR PLASTIC,HAMSTER / RABBIT / FISH / BIRD,HRB0112,0,0.0,1,1,0,4.0,250.0,5,3,20.367653367653368,True
HAMSTER WATER DISPENSER NOZZLE SET 80ML,HAMSTER / RABBIT / FISH / BIRD,HRB0113,1,0.0,0,0,0,0.0,150.0,5,3,18.688116688116686,True
HAMSTER BATH TUB BOX- SMALL,HAMSTER / RABBIT / FISH / BIRD,HRB0114,0,1.0,0,2,0,2.0,60.0,5,3,15.879450879450879,True
HAMSTER WHEEL A,HAMSTER / RABBIT / FISH / BIRD,HRB0115,1,0.0,0,0,0,2.0,160.0,5,3,15.865937365937366,True
HAMSTER WHEEL B,HAMSTER / RABBIT / FISH / BIRD,HRB0116,0,0.0,0,0,0,1.0,95.0,5,3,9.13835263835264,True
SMALL PETS HANGING SWING,HAMSTER / RABBIT / FISH / BIRD,HRB0117,0,0.0,0,1,0,2.0,80.0,5,3,16.19347919347919,True
SMALL PETS - HAMSTER BISCUITS SHAPE,HAMSTER / RABBIT / FISH / BIRD,HRB0118,0,0.0,0,0,0,1.0,100.0,5,3,14.70634920634921,True
VITAKRAFT MENU BIRD FOOD 1KG,HAMSTER / RABBIT / FISH / BIRD,HRB0119,0,0.0,0,0,0,0.0,320.0,5,3,8.71214071214071,True
MAISA / MEFO EISEN WOOD SHAVINGS 1000G,HAMSTER / RABBIT / FISH / BIRD,HRB0120,1,9.0,1,4,2,9.0,195.0,5,5,17.045903045903046,True
DRIED WORMS 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0121,1,0.0,2,1,0,2.0,196.0,5,3,11.796010296010296,True
DRIED WORMS 100G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0122,1,2.0,7,0,1,3.0,90.0,5,4,9.006220506220506,True
DRIED BLACK SOLDIER FLY LARVAE 250G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0123,1,0.0,2,1,0,2.0,180.0,5,3,16.845130845130846,True
DRIED BLACK SOLDIER FLY LARVAE 100G REPACK,HAMSTER / RABBIT / FISH / BIRD,HRB0124,0,1.0,2,6,0,9.0,85.0,5,4,18.049120549120552,True
PET SNACKS GOATMILL PUDDING,HAMSTER / RABBIT / FISH / BIRD,HRB0125,0,3.0,0,0,0,0.0,140.0,5,3,13.532175032175033,True
MEAT STRIPS HAMSTER TREAT 1PACK,HAMSTER / RABBIT / FISH / BIRD,HRB0126,0,0.0,0,1,0,5.0,120.0,5,3,17.075504075504075,True
