Name,ProductGroup,SKU,May,June,July,August,september,Quantity,Price,LEAD TIME,THRESHOLD VALUE
DOGI BEEF PUPPY 1 KILO REPACK,DOG FOOD - DRY,DGD0120,9,12,7,7,11,16,100,8,5
AOZI LAMB ORGANIC APPLE ADULT 1KILO PACK,DOG FOOD - DRY,DGD0122,6,4,10,10,9,28,190,8,5
PETMARRA PUPPY 1KG,DOG FOOD - DRY,DGD0123,1,0,1,0,1,0,230,8,3
PETMARRA ADULT 1KG,DOG FOOD - DRY,DGD0124,1,0,0,0,6,1,220,8,3
CHEF'S SPECIAL ADULT SALE PACK,DOG FOOD - DRY,DGD0125,7,4,21,0,10,-19,60,8,5
CHEF'S SPECIAL ADULT 5KLS PACK,DOG FOOD - DRY,DGD0126,0,0,0,0,0,4,300,8,3
CHEF'S SPECIAL PUPPY 5KLS PACK,DOG FOOD - DRY,DGD0127,0,0,0,0,0,4,300,8,3
WILLOW DOG ADULT - 1KILO REPACK,DOG FOOD - DRY,DGD0128,1,1,2,1,6,16,170,16,4
WILLOW DOG PUPPY - 1KILO REPACK,DOG FOOD - DRY,DGD0129,0,6,1,2,6,13,180,16,4
AOZI LAMB ORGANIC APPLE PUPPY 10KLS SACK,DOG FOOD - DRY,DGD0130,0,0,0,0,0,0,1920,9,3
PEDIGREE PUPPY 8KLS SACK,DOG FOOD - DRY,DGD0131,0,0,0,0,0,3,1460,9,3
PEDIGREE ADULT CHICKEN 1KG REPACK,DOG FOOD - DRY,DGD0132,0,0,2,0,0,44,150,9,3
PEDIGREE ADULT CHICKEN 22KLS,DOG FOOD - DRY,DGD0133,0,0,0,0,0,0,2780,9,3
NOVOPET ADULT DOGFOOD HALF KILO SALE,DOG FOOD - DRY,DGD0134,0,0,0,6,7,,60,9,4
PEDIGREE BEEF ADULT POUCH 80G,DOG FOOD - WET,DGW0001,0,0,0,0,0,2,30,9,3
PEDIGREE PUPPY POUCH 80G,DOG FOOD - WET,DGW0002,0,3,0,0,0,-3,30,16,3
AOZI DOG BEEF AND LIVER CAN 430G,DOG FOOD - WET,DGW0003,14,20,10,18,1,9,90,11,6
AOZI DOG BEEF CAN 430G,DOG FOOD - WET,DGW0005,5,9,23,27,14,38,90,11,7
AOZI DOG WET POUCH 100G ASSORTED,DOG FOOD - WET,DGW0006,17,10,23,12,16,48,50,11,7
AOZI DOG CHICKEN AND LIVER POUCH 100G,DOG FOOD - WET,DGW0007,0,0,0,0,0,0,36,11,3
AOZI DOG CHICKEN CAN 430G,DOG FOOD - WET,DGW0008,0,0,0,0,6,0,90,11,3
AOZI DOG LAMB AND LIVER CAN 430G,DOG FOOD - WET,DGW0009,0,0,0,4,17,0,81,11,4
AOZI DOG LAMB CAN 430G,DOG FOOD - WET,DGW0010,5,20,24,26,6,32,90,11,7
AOZI DOG LIVER CAN 430G,DOG FOOD - WET,DGW0012,7,5,7,0,0,11,90,11,4
AOZI DOG SALMON AND LIVER CAN 430G,DOG FOOD - WET,DGW0014,0,0,0,0,0,0,81,11,3
AOZI DOG SALMON AND LIVER POUCH 100G,DOG FOOD - WET,DGW0015,0,0,0,0,0,0,36,11,3
AOZI DOG SALMON CAN 430G,DOG FOOD - WET,DGW0016,0,0,0,0,1,0,65,11,3
AZU DOG WET FOOD CAN 375G,DOG FOOD - WET,DGW0017,1,5,5,5,1,24,80,11,4
AZU DOG WET FOOD ALL STAGES POUCH 80G,DOG FOOD - WET,DGW0018,2,3,1,0,3,16,40,11,4
BIOLINE DOG WET FOOD CAN 375G,DOG FOOD - WET,DGW0020,3,0,0,1,0,18,95,11,3
CESAR DOG WET POUCH 70G,DOG FOOD - WET,DGW0021,0,0,0,0,0,0,32,14,3
CROWNE DOG BEEF CAN,DOG FOOD - WET,DGW0022,0,0,0,0,0,0,75,5,3
CROWNE DOG CHICKEN CAN,DOG FOOD - WET,DGW0023,0,0,0,0,0,0,75,5,3
CROWNE DOG TUNA CAN,DOG FOOD - WET,DGW0024,0,0,0,0,0,0,75,7,3
DAILY DELIGHT DOG WET FOOD ALL STAGES CAN 375G,DOG FOOD - WET,DGW0025,15,3,3,5,6,37,95,9,5
GOODEST DOG ASSORTED POUCH 85G,DOG FOOD - WET,DGW0026,0,0,0,0,0,0,34,16,3
PEDIGREE 5 KINDS OF MEAT CAN 400G,DOG FOOD - WET,DGW0027,0,0,0,0,0,0,106,14,3
PEDIGREE BEEF CAN 400G,DOG FOOD - WET,DGW0028,0,0,0,0,0,0,106,14,3
PEDIGREE BEEF ADULT POUCH 130G,DOG FOOD - WET,DGW0029,2,3,6,2,2,-9,52,15,4
PEDIGREE GRILLED LIVER LOAF POUCH 130G,DOG FOOD - WET,DGW0030,0,4,1,0,2,0,52,16,3
PEDIGREE PUPPY CAN 400G,DOG FOOD - WET,DGW0031,0,0,0,0,0,0,113,15,3
PEDIGREE PUPPY POUCH 130G,DOG FOOD - WET,DGW0032,20,4,10,8,4,13,55,14,5
PEDIGREE ADULT POUCH CHICKEN/BEEF/CHICKEN&LIVER 130G,DOG FOOD - WET,DGW0033,0,0,8,7,6,65,48,15,4
PEDIGREE SIMMERED BEEF POUCH 130G,DOG FOOD - WET,DGW0034,2,11,0,1,1,-7,48,14,4
PLAISIR DOG WET FOOD POUCH 100G,DOG FOOD - WET,DGW0035,0,0,0,0,0,30,45,15,3
POWERDOG CAN PUPPY 405G,DOG FOOD - WET,DGW0036,0,1,8,1,4,15,90,5,4
ROYAL CANIN RECOVERY 195G,DOG FOOD - WET,DGW0037,0,0,0,0,0,0,195,15,3
SMARTHEART DOG WET FOOD POUCH 130G,DOG FOOD - WET,DGW0038,6,4,2,5,0,5,42,16,5
SMARTHEART DOG CAN 400G,DOG FOOD - WET,DGW0039,0,0,0,0,0,0,89,16,3
SPECIAL DOG BEEF CAN 400G,DOG FOOD - WET,DGW0040,0,0,0,0,0,0,60,16,3
SPECIAL DOG JR (PUPPY) CAN 400G,DOG FOOD - WET,DGW0041,0,0,0,0,0,0,65,16,3
SPECIAL DOG LAMB AND TURKEY CAN 400G,DOG FOOD - WET,DGW0042,0,0,0,0,0,0,60,16,3
VITALITY VALUEMEAL WET FOOD CAN 390G - ANY FLAVOR,DOG FOOD - WET,DGW0043,0,0,0,0,0,0,137,16,3
MAXWELL DOG CAN 375G ASSORTED,DOG FOOD - WET,DGW0044,0,8,0,4,2,40,90,5,5
POWERDOG CAN ADULT 405G,DOG FOOD - WET,DGW0045,0,6,3,2,5,15,85,5,5
PLAISIR TERRENE PATE 300G,DOG FOOD - WET,DGW0046,0,0,4,1,0,-4,80,17,3
PEDIGREE ADULT POUCH BEEF LOAF 130G,DOG FOOD - WET,DGW0047,0,0,0,1,12,12,40,17,5
ECO BAG - SMALL,ECOBAG,ECO0001,5,37,16,29,33,-58,5,17,11
ECO BAG - XL,ECOBAG,ECO0002,3,0,0,2,0,-3,20,17,3
ECO BAG - LARGE,ECOBAG,ECO0004,41,21,29,16,40,139,15,17,12
ECO BAG- MEDIUM,ECOBAG,ECO0005,83,59,75,51,45,210,10,13,20
NURSING BOTTLE HATELI 50ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0001,1,4,0,7,2,15,120,13,5
NEWBORN PET FEEDING NEEDLE- MIRACLE NIPPLE SYRINGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0002,4,6,2,8,2,13,145,13,6
PET BOWL STAINLESS STEEL COLOR PRINTING W/ NON SLIP RUBBER MEDIUM 18CM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0003,0,0,0,0,0,0,85,13,3
PET BOWL STAINLESS STEEL COLOR PRINTING W/ NON SLIP RUBBER SMALL 14CM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0004,1,0,0,0,0,0,75,13,3
PET BOWL STAINLESS STEEL COLOR PRINTING W/ NON SLIP RUBBER XS 11CM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0005,0,0,0,0,0,0,65,13,3
2 in 1 AUTOMATIC PET FEEDER STAINLESS BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0006,0,0,0,0,0,1,350,13,3
ACRYLIC TRAVEL DRINKING BOTTLE  (MEDIUM),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0007,0,0,0,0,0,1,190,13,3
ACRYLIC TRAVEL DRINKING BOTTLE  (SMALL),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0008,0,0,0,0,0,0,150,13,3
AUTOMATIC CLOUD SET WATER AND FOOD 1800L AND 2200G,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0009,2,0,0,0,0,2,620,13,3
AUTOMATIC HANGING WATER AND FOOD SET WF2,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0010,2,0,0,0,0,1,590,13,3
COLLAPSIBLE BOWL PORTABLE FEEDER,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0011,1,2,0,1,2,6,75,13,4
DUAL PURPOSE FEEDER BOWL - AUTOMATIC FOOD OR WATER AF1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0012,0,0,0,0,0,17,250,13,3
DUAL TRAVEL BOTTLE -WATER AND FOOD,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0013,0,0,0,0,0,1,380,13,3
FLOWER SHAPED BOWL W/ STAINLESS SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0014,1,0,0,0,0,0,130,13,3
FLOWER SHAPED BOWL W/ STAINLESS MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0015,0,1,0,0,0,1,150,13,3
FOOD SCOOPER WITH CLIPPER HANDLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0016,1,0,0,0,0,0,65,13,3
FOUR LEG BOWL STAINLESS STEEL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0017,8,9,4,0,5,4,180,13,6
NURSING BOTTLE HATELI BRAND 120ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0018,3,5,7,2,2,2,160,13,6
NURSING BOTTLE TAOTAO 120ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0019,1,0,0,0,0,14,150,13,3
NURSING BOTTLE TAOTAO PETS 60ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0019-2,5,5,0,10,3,7,120,13,6
NURSING BOTTLE SET PETALONG BRAND - 150ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0020,1,0,5,2,4,16,150,13,5
NURSING BOTTLE PETALONG BRAND 160ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0020-2,2,1,0,1,1,9,150,13,4
P110 ORDINARY PLASTIC BOWL LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0021,0,0,0,0,0,5,75,13,3
P110  ORDINARY PLASTIC BOWL SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0022,1,5,1,8,10,24,50,13,6
PET BOWL DOUBLE STAINLESS FROG FACE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0023,0,1,1,0,0,0,220,3,3
PET WATER DISPENSER FOUNTAIN KS-800,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0024,2,0,1,0,3,3,620,18,4
PORTABLE FOOD AND DRINK BOTTLE 2IN1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0025,1,0,0,0,0,0,250,18,3
SINGLE WATER NOZZLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0026,1,4,1,0,0,22,150,18,4
SLOW FEEDING BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0027,0,1,1,0,0,9,180,18,3
PET DRINK SQUEEZE TRAVEL DRINKING BOTTLE  (MEDIUM),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0028,2,0,1,0,0,8,120,18,3
PET DRINK SQUEEZE TRAVEL DRINKING BOTTLE  (SMALL),"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0029,1,0,0,1,0,1,95,18,3
TRANSLUCENT PLASTIC BOWL - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0030,0,0,0,0,2,2,80,18,3
TRANSLUCENT PLASTIC BOWL - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0031,0,0,0,0,1,2,60,18,3
TRANSLUCENT PLASTIC BOWL - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0032,0,0,0,0,0,0,50,18,3
WAVY PLASTIC DOUBLE BOWL - LARGE P006,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0033,0,1,2,0,0,13,140,18,3
WAVY PLASTIC DOUBLE BOWL - MEDIUM P006,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0034,0,0,0,4,2,12,95,18,3
WAVY PLASTIC DOUBLE BOWL - SMALL P006,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0035,0,0,0,0,0,0,85,18,3
P737 OCTAGON BOWL W/ STAINLESS - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0036,0,0,0,1,0,1,110,18,3
P737 OCTAGON BOWL W/ STAINLESS - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0037,3,0,0,0,0,3,150,18,3
P737 OCTAGON BOWL W/ STAINLESS - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0038,2,2,0,1,0,2,180,18,3
P736 PLASTIC OCTAGON BOWL - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0039,1,0,0,2,0,2,60,18,3
P736 PLASTIC OCTAGON BOWL - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0040,0,1,0,0,0,2,70,18,3
P736 PLASTIC OCTAGON BOWL - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0041,0,2,0,0,0,3,80,18,3
FOOD SCOOPER,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0042,4,3,0,2,0,21,60,18,4
MULTIPLE NURSING FEEDER,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0043,1,0,0,0,0,4,380,18,3
DOUBLE BOWL CAT FACE PLASTIC SPACE -2 STAINLESS BOWL  DBCF1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0045,1,0,1,1,0,3,280,18,3
STAINLESS SAUCER BOWL SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0046,0,0,1,0,0,0,280,18,3
STAINLESS SAUCER BOWL MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0047,0,1,0,0,0,1,350,18,3
STAINLESS SAUCER BOWL LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0048,0,0,0,0,0,2,420,18,3
STAINLESS BOWL WITH RUBBER STOPPER - XS,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0049,3,0,0,0,0,0,75,18,3
STAINLESS BOWL WITH RUBBER STOPPER - SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0050,4,2,2,8,2,4,95,18,6
STAINLESS BOWL WITH RUBBER STOPPER - MEDIUM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0051,0,5,0,0,0,4,115,18,3
STAINLESS BOWL WITH RUBBER STOPPER - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0052,0,1,0,2,1,10,140,18,4
STAINLESS BOWL WITH RUBBER STOPPER - XL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0053,0,0,1,0,0,10,180,18,3
PET AUTOMATIC DISPENCER 3.8L WATER AND FOOD SET 2PCS WF1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0054,0,0,0,0,0,0,650,18,3
STAINLESS HANGING BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0056,0,0,0,0,0,0,0,18,3
PET BOWL LITTLE DUCK STYLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0058,0,0,0,0,0,0,280,3,3
PET FOOD SPOON,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0059,0,0,0,0,0,6,95,10,3
TREAT BOWL PUZZLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0060,0,0,0,0,0,6,250,10,3
AUTOMATIC DOUBLE BOWL PLASTIC PLAIN,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0061,2,3,4,3,3,43,150,10,5
PLASTIC DOUBLE BOWL SMALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0062,11,12,1,0,0,-24,40,10,6
PET DRINKING HANGING BOTTLE ACRYLIC WITH NOZZLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0063,0,0,2,0,0,9,180,10,3
PET WATER FOUNTAIN FLOWER DESIGN,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0064,0,2,0,1,0,2,660,10,3
TILTED BOWL / ELEVATED PET BOWL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0065,2,6,6,4,2,26,150,10,6
PET FOOD CONTAINER 2.5L,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0066,0,0,2,0,1,2,250,10,3
FEDDING MACHINE 2IN1 HOUSE SHAPE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0067,0,1,0,0,1,5,480,10,3
AUTOMATIC DOUBLE BOWL HANGING WITH STAINLESS - EAD2003,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0068,0,1,1,4,1,11,280,10,4
AUTOMATIC WATER DISPENSER 3.8L BOTTLE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0069,0,1,1,1,1,6,380,10,3
HIPIDOG SILICONE NURSING BOTTLE - ANTI CHOKE 20ML,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0070,0,0,2,1,0,4,195,10,3
PETAL FLOWER BOWL 6 FEEDER - 6F,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0071,0,0,0,0,1,0,190,10,3
HIPIPET WATER AND FOOD BOTTLE TRAVEL - WFB,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0072,0,0,0,0,0,2,580,10,3
SILICONE FEEDING MAT - SFM,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0073,0,0,0,0,0,4,195,10,3
CERAMIC BOWL TILTED 15 DEGREE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0074,0,0,0,2,1,6,285,10,3
SUCTION BALL,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0075,0,0,0,1,1,2,60,10,3
CAT SINGLE BOWL ELEVATED TRANSPARENT P105,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0076,0,0,2,1,0,12,80,10,3
CAT DOUBLE BOWL ELEVATED TRANSPARENT -,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0077,0,0,1,0,0,0,160,10,3
PLASTIC CAT BOWL WITH BOTTLE- P142,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0078,0,0,1,2,1,12,180,10,3
2 IN 1 CAT BOWL P107,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0079,0,0,0,2,0,12,160,10,3
PET FOOD STORAGE CONTAINER - AO,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0080,0,0,0,0,0,1,630,10,3
PET FOOD STORAGE CBB,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0081,0,0,0,0,0,1,530,10,3
PET FEEDER SQUEEZE SPOON - LARGE,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0083,0,0,0,2,1,,120,10,3
STAINLESS DOUBLE BOWL WITH ELEVATED FRAME SDB-1,"BOWL, NURSING KIT, FOOD AND WATER FEEDER",FB0084,0,0,0,1,0,,390,10,3
POOP BAG WITH DISP,GROOMING AND ACCESSORIES,GA0001,1,0,0,0,0,2,45,10,3
PET ELECTRIC HAIR RAZOR/CLIPPER,GROOMING AND ACCESSORIES,GA0002,2,1,1,2,1,6,380,10,4
PET ELECTRIC HAIR RAZOR/CLIPPER 8PCS SET,GROOMING AND ACCESSORIES,GA0003,0,2,1,0,1,4,420,10,3
POOP BAG,GROOMING AND ACCESSORIES,GA0004,9,6,5,18,55,82,20,10,9
PET GROOMING HAIR CLIPPER,GROOMING AND ACCESSORIES,GA0005,0,1,2,0,2,2,620,3,3
PS92 PET GROOMING DRYER,GROOMING AND ACCESSORIES,GA0006,1,0,0,0,0,1,850,10,3
PET NAIL CLIPPERS - ROUND SMALL,GROOMING AND ACCESSORIES,GA0007,2,1,0,0,0,17,80,10,3
PET NAIL CLIPPERS SMALL ORDINARY,GROOMING AND ACCESSORIES,GA0008,0,4,1,1,0,-7,80,10,4
PET NAIL CLIPPER SET TYPE A CURVE - SMALL,GROOMING AND ACCESSORIES,GA0009,1,2,1,3,1,17,130,10,4
PET NAIL CLIPPER SET TYPE A CURVE - BIG,GROOMING AND ACCESSORIES,GA0010,3,0,2,1,1,19,150,10,4
TAOTAO PETS BOTH SIDES COMB,GROOMING AND ACCESSORIES,GA0011,0,1,0,0,0,15,130,10,3
CLEANPETS COMB ROUND,GROOMING AND ACCESSORIES,GA0012,0,0,0,0,1,1,160,10,3
COLORFUL BRUSH,GROOMING AND ACCESSORIES,GA0013,1,3,1,1,1,1,95,10,4
TAOTAOPETS HAIR REMOVAL AND SELF CLEANING COMB 2 SIDES,GROOMING AND ACCESSORIES,GA0014,0,2,1,6,3,10,160,10,4
SOFT BRISTLE BRUSH RUBBER HANDLE SBB-RH,GROOMING AND ACCESSORIES,GA0015,0,1,0,1,0,4,140,10,3
ELECTRIC SPRAY MASSAGE BRUSH,GROOMING AND ACCESSORIES,GA0016,1,0,0,0,0,9,190,10,3
CAT DENTAL HYGIENE SET 50G,GROOMING AND ACCESSORIES,GA0017,1,2,0,0,3,7,180,10,3
BIOLINE DENTAL CARE SET 100G,GROOMING AND ACCESSORIES,GA0018,0,2,2,5,1,18,180,10,4
TOOTHBRUST SET 4PCS,GROOMING AND ACCESSORIES,GA0019,0,0,0,0,0,10,180,10,3
BIOLINE TOOTHPASTE 100G,GROOMING AND ACCESSORIES,GA0020,0,6,11,1,13,2,100,10,6
SILICONE MASSAGE BATH BRUSH 2 IN 1,GROOMING AND ACCESSORIES,GA0021,2,3,1,1,1,18,85,10,5
LINT REMOVER SMALL,GROOMING AND ACCESSORIES,GA0022,0,0,0,0,0,8,120,10,3
LINT REMOVER BIG,GROOMING AND ACCESSORIES,GA0023,1,1,0,0,1,1,180,10,3
LINT REMOVER REFILL ROLL,GROOMING AND ACCESSORIES,GA0024,0,2,0,2,0,3,10,10,3
TAOTAO PETS TOWEL,GROOMING AND ACCESSORIES,GA0025,0,1,0,1,1,3,120,10,3
BATH GLOVES SILICONE,GROOMING AND ACCESSORIES,GA0026,0,0,0,0,0,1,185,10,3
SCALP SHAMPOO MASSAGE BRUSH -BIG SPIKE,GROOMING AND ACCESSORIES,GA0027,0,0,2,0,0,10,120,10,3
GROOMING GLOVES,GROOMING AND ACCESSORIES,GA0028,1,0,0,0,0,2,95,10,3
PET NEEDLE COMB - PAKEWAY,GROOMING AND ACCESSORIES,GA0029,1,0,1,1,0,3,160,10,3
FUR DEMATTING COMB - MEDIUM,GROOMING AND ACCESSORIES,GA0030,0,0,1,0,0,7,240,10,3
FUR DEMATTING COMN - SMALL,GROOMING AND ACCESSORIES,GA0031,1,0,2,0,0,3,190,10,3
CAT MASSAGE COMB,GROOMING AND ACCESSORIES,GA0032,0,0,0,0,1,10,90,10,3
PET NAIL CLIPPER SET - TYPE B BIG,GROOMING AND ACCESSORIES,GA0033,0,1,3,0,1,6,160,10,3
PET NAIL CLIPPER SET - TYPE B SMALL,GROOMING AND ACCESSORIES,GA0034,0,1,1,0,0,8,130,10,3
RAINBOW OVAL BRUSH,GROOMING AND ACCESSORIES,GA0035,3,1,1,1,0,3,75,10,3
STAINLESS COMB RUBBER HANDLE,GROOMING AND ACCESSORIES,GA0036,0,0,2,0,0,23,95,10,3
BATH BRUSH RUBBER SPIKE,GROOMING AND ACCESSORIES,GA0037,0,1,0,0,1,0,99,10,3
HD BRUSH  SELF CLEANING SOFT/HARD BRISTLE RUBBER HANDLE - HDB,GROOMING AND ACCESSORIES,GA0038,3,1,0,0,0,1,165,10,3
DESHEDDING COMB,GROOMING AND ACCESSORIES,GA0039,0,0,0,1,0,2,195,10,3
HAIRDRESSING BOTH SIDES,GROOMING AND ACCESSORIES,GA0040,1,1,1,2,1,1,130,10,3
NAIL GOURD CLIPPER - R SHAPE,GROOMING AND ACCESSORIES,GA0041,0,1,0,0,0,-1,110,10,3
PET NAIL CLIPPER ROUND - SMALL,GROOMING AND ACCESSORIES,GA0042,6,4,0,2,2,3,80,10,5
SELF GROOMING,GROOMING AND ACCESSORIES,GA0043,0,0,0,0,0,1,130,10,3
PET HAIR REMOVAL BRUSH - BLUE PLASTIC BIG,GROOMING AND ACCESSORIES,GA0044,0,0,0,0,0,7,170,10,3
PET HAIR REMOVAL BRUSH - BLUE PLASTIC SMALL,GROOMING AND ACCESSORIES,GA0045,0,1,0,0,0,-1,130,10,3
VACCINATION CERTIFICATE,GROOMING AND ACCESSORIES,GA0046,0,0,0,5,0,18,30,17,3
BATHBAG GROOMING NET - ORDINARY,GROOMING AND ACCESSORIES,GA0047,1,3,1,1,0,5,140,9,4
FURMINATOR DESHEDDING SHORT HAIR YELLOW LARGE,GROOMING AND ACCESSORIES,GA0048,0,0,0,0,0,1,460,9,3
DOG TRAINING POUCH POCKET SIZE,GROOMING AND ACCESSORIES,GA0049,0,0,0,0,0,6,220,9,3
PET BATH SCRUB 2IN1,GROOMING AND ACCESSORIES,GA0050,0,1,0,0,0,0,99,9,3
P-GROOMING PLASTIC BRUSH WHITE,GROOMING AND ACCESSORIES,GA0051,0,0,0,0,0,1,65,9,3
BATH SCRUBBER PLASTIC CLEAR,GROOMING AND ACCESSORIES,GA0052,1,0,0,0,0,4,40,9,3
CAT BODY SCRUBBER WALL MOUNT,GROOMING AND ACCESSORIES,GA0053,0,0,0,0,0,1,95,9,3
PET PAW CLEANING CUP PORTABLE WASHER BRUSH,GROOMING AND ACCESSORIES,GA0055,0,0,0,0,0,1,180,9,3
PET PAW CLEANING FOAM 150ML,GROOMING AND ACCESSORIES,GA0056,0,0,0,0,0,10,130,9,3
PET FOAM SPRAYER GUN,GROOMING AND ACCESSORIES,GA0057,0,0,0,0,0,2,260,9,3
FLEAS REMOVAL COMB,GROOMING AND ACCESSORIES,GA0058,0,6,1,2,0,4,98,3,4
DONO PET WIPES,GROOMING AND ACCESSORIES,GA0059,0,4,1,1,2,1,120,9,4
PLASTIC BRUSH SELF CLEANING - GS13,GROOMING AND ACCESSORIES,GA0060,0,3,1,5,0,8,60,9,4
YINGT PET DENTAL SET,GROOMING AND ACCESSORIES,GA0061,0,2,3,1,0,2,90,9,4
YINGT PET TOOTHPASTE 70G,GROOMING AND ACCESSORIES,GA0062,0,1,0,0,1,11,70,9,3
EAR WIPES 130G,GROOMING AND ACCESSORIES,GA0063,0,0,0,0,0,6,120,9,3
MEISHIYU PET CARE WIPES 80PCS,GROOMING AND ACCESSORIES,GA0064,0,2,3,4,2,8,140,9,4
PROLIFIC TAILS PET POTTY TRAINING SPRAY 470ML,GROOMING AND ACCESSORIES,GA0065,0,0,1,1,0,11,280,9,3
LINT REMOVER WASHABLE BLUE - BIG ROLL,GROOMING AND ACCESSORIES,GA0066,0,0,1,0,0,3,130,9,3
LINT REMOVER WASHABLE BLUE- SMALL ROLL,GROOMING AND ACCESSORIES,GA0067,0,0,0,0,0,6,50,9,3
